record_id,subscriber_msisdn,recipient_number,event_timestamp,transaction_type,amount_paid,service_status,location_cell,session_duration_sec,network_layer,user_agent_device,notes_field
REC-102011,+255/714/009179,N/A,UNKNOWN_TIME,SMS_PACK,"TZS 19,716.09/=",Active,,45,4G LTE,Huawei P40 Lite,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100936,0714-003-151,tel:+255-714-025345,1700669751,VOICE_CALL,"71,862.94",Pending_Kyc​,Mbeya,02:15,LTE-A,"iPhone 13,2 (iOS 16.5)","Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101705,  714033702  ,+255 714 019 865,UNKNOWN_TIME,DATA_RECHARGE,"101,951.94",  active  ,DAR ES SALAAM,02:15,2G GSM,Samsung Galaxy A14; Android 13,None
REC-101754,255714014522,  714007124  ,"Dec 04, 2023 12:08",BUNDLE_PURCHASE,,ACTIVE,Mwanza Rock City,30s,unknown,Samsung Galaxy A14; Android 13,None
REC-100325,0714-029-181,0714-008-768,1699328121,BUNDLE_PURCHASE,$ 27.78 USD,Terminated,,0,5G NR,Samsung Galaxy A14; Android 13,Flagged for KYC update; verified by agent
REC-100658,0714011371,0714-014-248,26-11-2023 22:41:10,VOICE_CALL,  11443  ,pending,DODOMA (Capital),30s,LTE-A,Transsion Infinix Hot 30,None
REC-102018,+255 714 016 029,255714029592,"Nov 08, 2023 02:01",VOICE_CALL,"5,932.21",null,Arusha (CBD),120,4G LTE,Unknown,Standard call; cell handover success
REC-100966,  714031921  ,0714-008-494,2023-11-08 02:31:10,TIGO_PESA_CASH_OUT,$ 53.97 USD,suspnded,Mwanza,30s,5G NR,Nokia 105 (Feature Phone),"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101353,+255 714 030 277,+255 714 010 001,2023-11-22 03:21:55,TIGO_PESA_CASH_OUT,$ 57.40 USD,pending,Dodoma,02:15,unknown,Tecno Spark 10 Pro,Standard call; cell handover success
REC-100759,+255 714 001 781,+255(0)714024523,03-12-2023 08:11:44,DATA_RECHARGE,"5,012.77",  active  ,Arusha﻿,0,4G LTE,Huawei P40 Lite,None
REC-101222,0714023838,0714-009-590,2023-11-16 16:48:57,TIGO_PESA_CASH_OUT,FREE,suspnded,"Stone Town, Zanzibar",N/A,5G NR,Transsion Infinix Hot 30,"VIP Subscriber, priority routing"
REC-100971,255714033154,255714002192,2023-11-18 00:29:00,BUNDLE_PURCHASE,"116,813.1500",CHURNED,"Stone Town, Zanzibar",N/A,2G GSM,Nokia 105 (Feature Phone),"VIP Subscriber, priority routing"
REC-101504,255714014111,+255/714/001918,"Nov 20, 2023 21:28",DATA_RECHARGE,"TZS 56,052.80/=",churn,Arusha﻿,N/A,unknown,Unknown,Flagged for KYC update; verified by agent
REC-102041,0000000000,+255 714 019 591,2023-11-10 22:46:36,SMS_PACK,"TZS 104,731.69/=",Term,Dar es Salaam,45,2G GSM,Samsung Galaxy A14; Android 13,"USSD session timeout, retry OK"
REC-100338,255714018084,0000000000,"Nov 18, 2023 06:28",VOICE_CALL,  32881  ,Pending_Kyc​,"Stone Town, Zanzibar",45,4G,Unknown,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-102044,+255/714/012467,  714006439  ,2023-11-25 14:01:17,SMS_PACK,"TZS 57,355.47/=",CHURNED,  Dar es Salaam  ,-15,2G GSM,Tecno Spark 10 Pro,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-102170,+255(0)714007809,255714009316,11/21/2023 09:32 PM,SMS_PACK,FREE,churn,Zanzibar,1800,2G GSM,Transsion Infinix Hot 30,Flagged for KYC update; verified by agent
REC-101626,+255 714 016 577,0714-015-755,2023-11-04 22:02:32,BUNDLE_PURCHASE,NaN,CHURNED,Arusha (CBD),1800,unknown,Nokia 105 (Feature Phone),None
REC-102035,+255/714/012330,0714-032-469,1700222680,BUNDLE_PURCHASE,"30,145.72",suspnded,,30s,LTE-A,Huawei P40 Lite,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-102350,  714010138  ,+255(0)714027537,2023-11-09 02:53:10,TIGO_PESA_CASH_OUT,"TZS 61,378.91/=",PENDING_KYC,ARUSHA,1800,4G LTE,Huawei P40 Lite,Flagged for KYC update; verified by agent
REC-102289,+255(0)714001233,N/A,1701482484,TIGO_PESA_CASH_OUT,$ 24.21 USD,UNKNOWN,ZNZ,N/A,4G,Tecno Spark 10 Pro,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-102189,0714010549,N/A,2023-11-24 08:29:25,TIGO_PESA_CASH_OUT,"7,124.5400",TERMINATED,N/A,0,unknown,"iPhone 13,2 (iOS 16.5)","Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-102293,+255 714 014 111,+255 714 001 918,2023-11-15 09:43:51,TIGO_PESA_CASH_IN,"6,323.47",pending,Zanzibar,0,4G,Tecno Spark 10 Pro,"VIP Subscriber, priority routing"
REC-100730,0714-028-770,tel:+255-714-014933,1701206941,BUNDLE_PURCHASE,,,N/A,45,4G,Samsung Galaxy A14; Android 13,Flagged for KYC update; verified by agent
REC-101255,  714030825  ,+255 714 014 659,1701315939,TIGO_PESA_CASH_OUT,"32,474.21",TERMINATED,dar-es-salaam,N/A,unknown,Samsung Galaxy A14; Android 13,None
REC-101148,  714004795  ,0714-028-085,"Nov 22, 2023 01:23",SMS_PACK,"81,645.00",pending,Morogoro,1800,4G,Samsung Galaxy A14; Android 13,
REC-101597,0714-004-247,+255 714 018 495,1699943219,DATA_RECHARGE,$ 49.56 USD,SUSPENDED,Dodoma ,-15,2G GSM,Transsion Infinix Hot 30,Standard call; cell handover success
REC-101043,  714011782  ,+255(0)714015755,2023-12-03 22:26:56,VOICE_CALL,"TZS 147,310.51/=",CHURNED,  Dar es Salaam  ,45,4G LTE,Huawei P40 Lite,"VIP Subscriber, priority routing"
REC-102328,+255 714 007 398,  714026304  ,2023-11-23 23:37:16,VOICE_CALL,"TZS 72,363.49/=",suspnded,Dar es Salaam,45,4G,Transsion Infinix Hot 30,"USSD session timeout, retry OK"
REC-100850,0714-011-508,N/A,2023/11/04,TIGO_PESA_CASH_OUT,"TZS 105,639.36/=",SUSPENDED,mwanza,0,2G GSM,Huawei P40 Lite,Flagged for KYC update; verified by agent
REC-100991,+255(0)714003151,+255 714 034 113,2023-11-29 10:29:36,VOICE_CALL,$ 34.52 USD,Suspended,dar-es-salaam,02:15,unknown,Tecno Spark 10 Pro,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100764,0714-014-796,+255 714 006 713,11/20/2023 07:04 PM,VOICE_CALL,"TZS 36,309.72/=",actve,dar-es-salaam,120,2G GSM,Samsung Galaxy A14; Android 13,None
REC-100417,0714-015-755,+255(0)714000822,"Nov 14, 2023 07:29",TIGO_PESA_CASH_OUT,"13,981.86",SUSPENDED,  Dar es Salaam  ,0,4G LTE,Nokia 105 (Feature Phone),"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100440,+255 714 016 303,  714019865  ,2023-11-27T05:48:11+03:00,VOICE_CALL,  68610  ,pending,"Stone Town, Zanzibar",120,4G,"iPhone 13,2 (iOS 16.5)",None
REC-101548,+255 714 030 003,+255 714 010 138,2023-11-20 01:38:05,SMS_PACK,$ 48.69 USD,churn,Arusha (CBD),120,LTE-A,Nokia 105 (Feature Phone),"VIP Subscriber, priority routing"
REC-102185,+255/714/008357,255714010412,11/27/2023 12:36 AM,TIGO_PESA_CASH_OUT,"TZS 19,185.91/=",Active,  Dar es Salaam  ,0,5G NR,Nokia 105 (Feature Phone),"USSD session timeout, retry OK"
REC-100252,255714028496,  714006028  ,11/13/2023 03:16 AM,SMS_PACK,  769  ,,DODOMA (Capital),-15,4G,Huawei P40 Lite,"USSD session timeout, retry OK"
REC-100384,+255(0)714023016,255714033839,28-11-2023 15:54:32,BUNDLE_PURCHASE,"23,542.66",PENDING_KYC,N/A,30s,4G LTE,Samsung Galaxy A14; Android 13,Standard call; cell handover success
REC-100892,+255/714/029455,tel:+255-714-008083,23-11-2023 13:10:48,BUNDLE_PURCHASE,$ 21.56 USD,actve,Arusha﻿,0,unknown,Unknown,"USSD session timeout, retry OK"
REC-101330,  714003151  ,+255/714/017810,1700703955,SMS_PACK,"83,293.0600",null,ARUSHA,N/A,4G LTE,Nokia 105 (Feature Phone),"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101697,255714033839,255714032195,2023-12-03 19:37:57,DATA_RECHARGE,$ 13.23 USD,UNKNOWN,"Stone Town, Zanzibar",-15,3G WCDMA,Nokia 105 (Feature Phone),
REC-102091,255714024386,+255(0)714018906,11/17/2023 01:03 AM,VOICE_CALL,"123,809.7800",Term,Arusha﻿,0,5G NR,Transsion Infinix Hot 30,Flagged for KYC update; verified by agent
REC-100729,0714000274,0714-015-207,2023-11-25 07:59:14,DATA_RECHARGE,"-92,833.17",TERMINATED,  Dar es Salaam  ,360,LTE-A,"iPhone 13,2 (iOS 16.5)",
REC-101564,0714-024-112,+255 714 026 030,2023-11-14 01:24:15,SMS_PACK,"24,613.40",null,DODOMA (Capital),120,unknown,Samsung Galaxy A14; Android 13,"VIP Subscriber, priority routing"
REC-100594,+255/714/009042,255714008357,11/29/2023 12:54 AM,VOICE_CALL,FREE,TERMINATED,N/A,1800,5G NR,Samsung Galaxy A14; Android 13,"VIP Subscriber, priority routing"
REC-102269,255714024797,255714003014,28-11-2023 17:11:56,VOICE_CALL,NaN,TERMINATED,N/A,-15,5G NR,"iPhone 13,2 (iOS 16.5)",Flagged for KYC update; verified by agent
REC-101139,+255 714 008 083,+255 714 006 987,"Nov 05, 2023 01:15",TIGO_PESA_CASH_IN,"-9,469.10",TERMINATED,Morogoro,1800,4G LTE,Tecno Spark 10 Pro,None
REC-100689,tel:+255-714-023016,+255 714 030 003,12/03/2023 11:37 PM,DATA_RECHARGE,FREE,,ZNZ,-15,4G,Transsion Infinix Hot 30,None
REC-101982,255714015481,255714000411,2023-11-11 08:03:43,BUNDLE_PURCHASE,"TZS 64,237.61/=",  active  ,Arusha,45,4G LTE,Unknown,None
REC-101328,0714-017-125,+255(0)714005480,11/30/2023 08:38 AM,DATA_RECHARGE,"115,156.79",  active  ,,N/A,4G,Unknown,Flagged for KYC update; verified by agent
REC-100695,255714006576,0714029592,1699629771,BUNDLE_PURCHASE,$ 39.89 USD,actve,DODOMA (Capital),-15,2G GSM,Unknown,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101708,+255(0)714008357,+255(0)714032058,2023/11/04,SMS_PACK,NaN,TERMINATED,DAR ES SALAAM,45,5G NR,Huawei P40 Lite,
REC-100102,tel:+255-714-014111,0714-024-797,11/20/2023 06:36 AM,DATA_RECHARGE,  120298  ,CHURNED,dar-es-salaam,02:15,unknown,Samsung Galaxy A14; Android 13,Flagged for KYC update; verified by agent
REC-101305,+255(0)714016714,0000000000,2023-12-04 09:25:41,TIGO_PESA_CASH_OUT,"41,597.5600",  active  ,N/A,N/A,3G WCDMA,Huawei P40 Lite,Standard call; cell handover success
REC-102070,+255(0)714028770,0714003973,15-11-2023 23:33:48,TIGO_PESA_CASH_OUT,  67199  ,actve,,1800,2G GSM,Transsion Infinix Hot 30,None
REC-101450,+255 714 004 384,0714-032-880,2023-12-04 04:45:30,SMS_PACK,"145,859.44",  active  ,Mbeya,360,LTE-A,Huawei P40 Lite,"VIP Subscriber, priority routing"
REC-100566,+255 714 011 508,tel:+255-714-033976,02-12-2023 03:20:23,DATA_RECHARGE,"TZS 32,099.35/=",Terminated,Mwanza Rock City,-15,LTE-A,Samsung Galaxy A14; Android 13,Standard call; cell handover success
REC-101873,0714-003-562,0714-026-304,"Nov 20, 2023 04:11",VOICE_CALL,$ 12.07 USD,pending,  Dar es Salaam  ,30s,LTE-A,Unknown,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101402,0714-026-304,+255 714 033 291,2023/11/04,TIGO_PESA_CASH_IN,"98,096.78",pending,Mwanza Rock City,45,unknown,"iPhone 13,2 (iOS 16.5)",None
REC-100151,0714-019-454,0000000000,11/18/2023 12:56 PM,SMS_PACK,  31488  ,Term,"Stone Town, Zanzibar",30s,2G GSM,Unknown,
REC-100754,0000000000,  714027537  ,2023-11-25 06:14:28,SMS_PACK,"TZS 42,132.18/=",ACTV,ARUSHA,02:15,5G NR,Tecno Spark 10 Pro,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100580,255714031236,0714022605,21-11-2023 08:13:54,TIGO_PESA_CASH_OUT,"TZS 104,778.41/=",Terminated,Arusha (CBD),N/A,5G NR,Transsion Infinix Hot 30,Flagged for KYC update; verified by agent
REC-100129,0714005343,255714023701,11/08/2023 05:48 AM,BUNDLE_PURCHASE,"21,085.42",Term,N/A,360,4G,Samsung Galaxy A14; Android 13,"VIP Subscriber, priority routing"
REC-101540,0714-005-617,  714033565  ,11/22/2023 03:08 PM,VOICE_CALL,FREE,PENDING_KYC,Mwanza,1800,3G WCDMA,Nokia 105 (Feature Phone),None
REC-100739,+255(0)714017810,255714013426,"Nov 14, 2023 13:18",DATA_RECHARGE,$ 0.42 USD,,Dar es Salaam,1800,3G WCDMA,Huawei P40 Lite,
REC-100814,tel:+255-714-014796,N/A,09-11-2023 11:08:08,DATA_RECHARGE,"TZS 69,412.64/=",actve,Arusha﻿,-15,3G WCDMA,"iPhone 13,2 (iOS 16.5)","USSD session timeout, retry OK"
REC-101384,+255 714 013 974,  714029592  ,07-11-2023 16:20:28,BUNDLE_PURCHASE,"19,453.20",null,Morogoro,1800,LTE-A,Samsung Galaxy A14; Android 13,Standard call; cell handover success
REC-100303,+255/714/004110,0714-032-606,1699899345,SMS_PACK,"-51,021.07",,  Dar es Salaam  ,N/A,3G WCDMA,Nokia 105 (Feature Phone),Standard call; cell handover success
REC-101006,+255(0)714029044,+255 714 029 866,11-11-2023 10:21:29,DATA_RECHARGE,"99,051.8800",Terminated,Tanga,0,4G,"iPhone 13,2 (iOS 16.5)","USSD session timeout, retry OK"
REC-100314,+255(0)714032606,tel:+255-714-021920,02-12-2023 07:26:21,BUNDLE_PURCHASE,"54,033.8000",suspnded,ARUSHA,1800,4G LTE,Unknown,Standard call; cell handover success
REC-100318,  714033976  ,+255(0)714033428,"Nov 14, 2023 17:48",SMS_PACK,"TZS 94,612.42/=",PENDING_KYC,  Dar es Salaam  ,120,2G GSM,Unknown,
REC-101460,+255/714/008083,255714033428,1699851539,VOICE_CALL,"TZS 132,769.27/=",CHURNED,Dodoma,1800,4G,Samsung Galaxy A14; Android 13,"USSD session timeout, retry OK"
REC-101530,+255(0)714007809,255714032743,2023-11-18T21:48:48+03:00,DATA_RECHARGE,"28,978.81",ACTV,DAR ES SALAAM,120,4G,Tecno Spark 10 Pro,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100770,  714017399  ,+255 714 003 288,2023-12-01T01:40:54+03:00,VOICE_CALL,$ 30.03 USD,SUSPENDED,mwanza,45,4G LTE,Tecno Spark 10 Pro,Standard call; cell handover success
REC-100043,+255 714 016 303,tel:+255-714-032195,2023-11-23 15:17:20,BUNDLE_PURCHASE,"TZS 84,876.60/=",PENDING_KYC,Arusha,N/A,4G,Samsung Galaxy A14; Android 13,"USSD session timeout, retry OK"
REC-102242,tel:+255-714-025619,+255 714 024 660,1701151427,TIGO_PESA_CASH_IN,NaN,  active  ,DODOMA (Capital),360,2G GSM,Transsion Infinix Hot 30,Standard call; cell handover success
REC-100974,tel:+255-714-008494,0714007946,1700798946,TIGO_PESA_CASH_IN,"TZS 83,020.36/=",Suspended,dar-es-salaam,45,2G GSM,Tecno Spark 10 Pro,"VIP Subscriber, priority routing"
REC-101408,255714029455,0714-014-796,11/21/2023 11:01 PM,TIGO_PESA_CASH_IN,"TZS 39,652.19/=",null,Arusha (CBD),1800,5G NR,Nokia 105 (Feature Phone),"VIP Subscriber, priority routing"
REC-102253,0714024797,0714-027-674,1700345989,DATA_RECHARGE,"TZS 95,485.78/=",Term,mwanza,N/A,2G GSM,Transsion Infinix Hot 30,Flagged for KYC update; verified by agent
REC-100923,255714025208,+255 714 033 017,"Nov 24, 2023 17:20",SMS_PACK,"TZS 100,611.36/=",UNKNOWN,Arusha,360,4G LTE,"iPhone 13,2 (iOS 16.5)","Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100346,N/A,+255 714 024 523,20-11-2023 22:31:51,BUNDLE_PURCHASE,  92297  ,Active,ARUSHA,02:15,LTE-A,Samsung Galaxy A14; Android 13,None
REC-102339,0714002466,0714-002-192,11/26/2023 03:33 PM,VOICE_CALL,$ 13.26 USD,ACTV,Dodoma,02:15,LTE-A,Transsion Infinix Hot 30,None
REC-101901,0714-010-138,255714027537,09-11-2023 12:20:19,TIGO_PESA_CASH_IN,"11,770.49",,Morogoro,45,4G LTE,Samsung Galaxy A14; Android 13,None
REC-100453,+255 714 033 702,  714024112  ,18-11-2023 01:46:13,TIGO_PESA_CASH_OUT,$ 31.11 USD,  active  ,Arusha﻿,N/A,LTE-A,Nokia 105 (Feature Phone),
REC-101201,+255(0)714011508,0714-006-165,"Nov 08, 2023 09:03",TIGO_PESA_CASH_IN,NaN,ACTIVE,  Dar es Salaam  ,45,LTE-A,Nokia 105 (Feature Phone),"USSD session timeout, retry OK"
REC-101374,0714019591,0714031647,1701526807,SMS_PACK,$ 55.83 USD,Active,Mwanza,-15,2G GSM,Tecno Spark 10 Pro,Flagged for KYC update; verified by agent
REC-101796,  714021098  ,+255(0)714032332,2023-11-30 16:56:02,VOICE_CALL,$ 40.92 USD,churn,ARUSHA,-15,4G,Huawei P40 Lite,"USSD session timeout, retry OK"
REC-100316,+255 714 026 304,tel:+255-714-022742,12/04/2023 07:14 AM,BUNDLE_PURCHASE,"TZS 36,952.16/=",Term,DODOMA (Capital),0,3G WCDMA,Tecno Spark 10 Pro,Standard call; cell handover success
REC-102327,255714031510,255714032880,12/03/2023 10:09 PM,DATA_RECHARGE,"TZS 19,403.56/=",UNKNOWN,Mbeya,45,4G,Samsung Galaxy A14; Android 13,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101001,+255 714 018 084,0714005343,2023-12-03 10:51:02,DATA_RECHARGE,  130019  ,CHURNED,Tanga,02:15,unknown,"iPhone 13,2 (iOS 16.5)","Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101619,N/A,tel:+255-714-033565,2023-11-30 12:01:25,SMS_PACK,"137,897.39",TERMINATED,DAR ES SALAAM,30s,4G LTE,Samsung Galaxy A14; Android 13,Flagged for KYC update; verified by agent
REC-100864,tel:+255-714-025345,+255/714/029044,1699339572,VOICE_CALL,NaN,Terminated,Mbeya,N/A,3G WCDMA,Huawei P40 Lite,
REC-100699,0000000000,  714016577  ,11/30/2023 03:12 AM,SMS_PACK,  42814  ,Suspended,Mbeya,02:15,4G LTE,"iPhone 13,2 (iOS 16.5)","USSD session timeout, retry OK"
REC-101155,+255/714/003288,0714-008-631,12-11-2023 13:12:35,DATA_RECHARGE,"137,685.02",ACTIVE,Arusha﻿,360,3G WCDMA,Huawei P40 Lite,None
REC-100405,tel:+255-714-019591,+255 714 032 469,2023/11/04,TIGO_PESA_CASH_IN,"-73,744.96",CHURNED,Dodoma,360,4G,Huawei P40 Lite,"USSD session timeout, retry OK"
REC-100272,0714-029-318,+255/714/031236,2023-11-05 20:12:15,TIGO_PESA_CASH_OUT,FREE,Suspended,Arusha﻿,120,LTE-A,"iPhone 13,2 (iOS 16.5)","USSD session timeout, retry OK"
REC-102464,255714008494,  714016303  ,1701167320,DATA_RECHARGE,FREE,Term,Mbeya,45,LTE-A,Tecno Spark 10 Pro,Standard call; cell handover success
REC-101822,+255 714 019 591,0714-032-195,2023-11-23 16:10:40,TIGO_PESA_CASH_OUT,FREE,SUSPENDED,Mwanza,45,3G WCDMA,Transsion Infinix Hot 30,Flagged for KYC update; verified by agent
REC-100217,0000000000,0714000000,UNKNOWN_TIME,SMS_PACK,FREE,TERMINATED,dar-es-salaam,30s,5G NR,Samsung Galaxy A14; Android 13,"USSD session timeout, retry OK"
REC-100544,+255(0)714032606,+255/714/004110,2023/11/04,TIGO_PESA_CASH_IN,"TZS 74,719.44/=",actve,Mwanza Rock City,30s,unknown,Huawei P40 Lite,
REC-101730,0714-005-891,0714-019-454,11/09/2023 04:03 PM,BUNDLE_PURCHASE,"27,910.9800",churn,ARUSHA,360,3G WCDMA,"iPhone 13,2 (iOS 16.5)",Standard call; cell handover success
REC-100853,tel:+255-714-031647,  714021372  ,2023-11-07 22:40:01,TIGO_PESA_CASH_OUT,  89923  ,  active  ,Mbeya,N/A,4G,Tecno Spark 10 Pro,
REC-101166,+255/714/004521,+255/714/008357,18-11-2023 01:36:12,TIGO_PESA_CASH_OUT,"TZS 37,245.44/=",actve,Arusha﻿,45,LTE-A,Huawei P40 Lite,None
REC-100636,N/A,+255 714 009 179,"Nov 22, 2023 21:41",SMS_PACK,"TZS 118,218.41/=",Suspended,mwanza,N/A,4G,Tecno Spark 10 Pro,None
REC-102048,tel:+255-714-033702,  714014796  ,1700884265,TIGO_PESA_CASH_IN,"TZS 132,504.04/=",PENDING_KYC,Dar es Salaam,1800,5G NR,Huawei P40 Lite,"VIP Subscriber, priority routing"
REC-100583,255714033017,0714-017-262,2023-11-05 09:20:45,TIGO_PESA_CASH_IN,"132,195.46",SUSPENDED,ARUSHA,1800,4G LTE,Unknown,"VIP Subscriber, priority routing"
REC-101511,+255(0)714032880,  714006987  ,11/24/2023 02:22 AM,TIGO_PESA_CASH_OUT,  80031  ,churn,DAR ES SALAAM,1800,3G WCDMA,"iPhone 13,2 (iOS 16.5)","VIP Subscriber, priority routing"
REC-101728,255714030962,0714018221,1701311621,BUNDLE_PURCHASE,"-29,219.76",Term,Dodoma ,N/A,4G,Transsion Infinix Hot 30,None
REC-100678,+255 714 008 494,  714016714  ,"Nov 05, 2023 21:08",SMS_PACK,"TZS 100,018.51/=",pending,,45,5G NR,"iPhone 13,2 (iOS 16.5)",Standard call; cell handover success
REC-101896,0714028085,+255 714 013 015,1701347784,TIGO_PESA_CASH_OUT,"TZS 144,771.87/=",Suspended,Morogoro,0,5G NR,Samsung Galaxy A14; Android 13,"VIP Subscriber, priority routing"
REC-100128,0714-026-167,+255 714 023 701,1700937830,VOICE_CALL,"TZS 19,371.39/=",CHURNED,Dodoma,02:15,2G GSM,Samsung Galaxy A14; Android 13,Standard call; cell handover success
REC-102194,+255 714 009 453,+255(0)714020139,"Nov 13, 2023 03:43",BUNDLE_PURCHASE,  47234  ,churn,Arusha,0,LTE-A,Unknown,"USSD session timeout, retry OK"
REC-100035,  714017810  ,N/A,1699455658,TIGO_PESA_CASH_IN,  77560  ,Term,dar-es-salaam,120,LTE-A,Tecno Spark 10 Pro,Flagged for KYC update; verified by agent
REC-100079,tel:+255-714-021646,  714008768  ,"Nov 11, 2023 03:34",SMS_PACK,  15026  ,Active,mwanza,N/A,4G LTE,Huawei P40 Lite,"USSD session timeout, retry OK"
REC-100536,255714010412,0714-020-002,20-11-2023 14:44:41,SMS_PACK,"TZS 126,705.94/=",Term,Mwanza,0,2G GSM,Unknown,Standard call; cell handover success
REC-102415,0000000000,+255(0)714020550,2023/11/04,TIGO_PESA_CASH_IN,$ 16.87 USD,pending,mwanza,0,4G,Tecno Spark 10 Pro,"VIP Subscriber, priority routing"
REC-101221,255714024386,255714000411,11/11/2023 03:28 PM,SMS_PACK,"TZS 97,370.52/=",CHURNED,Mwanza Rock City,02:15,3G WCDMA,Nokia 105 (Feature Phone),Standard call; cell handover success
REC-100989,tel:+255-714-023701,0714-033-976,1699197049,DATA_RECHARGE,"18,318.97",churn,"Stone Town, Zanzibar",-15,unknown,Huawei P40 Lite,"VIP Subscriber, priority routing"
REC-101717,0714-013-700,0714032195,2023-11-30 14:20:34,VOICE_CALL,"52,349.5300",suspnded,  Dar es Salaam  ,45,unknown,Unknown,"USSD session timeout, retry OK"
REC-102083,0714-029-044,0714003288,2023/11/04,TIGO_PESA_CASH_OUT,"122,787.4300",actve,Dodoma ,360,2G GSM,Transsion Infinix Hot 30,Flagged for KYC update; verified by agent
REC-101747,+255(0)714033428,0714-031-784,23-11-2023 17:48:16,SMS_PACK,$ 22.64 USD,pending,N/A,30s,3G WCDMA,Tecno Spark 10 Pro,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100304,+255 714 033 428,0714017673,06-11-2023 20:48:44,BUNDLE_PURCHASE,FREE,Pending_Kyc​,ZNZ,45,LTE-A,Huawei P40 Lite,Flagged for KYC update; verified by agent
REC-102096,0714-029-729,tel:+255-714-033017,15-11-2023 15:38:55,VOICE_CALL,NaN,SUSPENDED,Arusha﻿,02:15,5G NR,Tecno Spark 10 Pro,"VIP Subscriber, priority routing"
REC-101054,N/A,0714-001-507,"Nov 18, 2023 14:36",VOICE_CALL,  135707  ,Term,ARUSHA,02:15,unknown,"iPhone 13,2 (iOS 16.5)","USSD session timeout, retry OK"
REC-100445,+255 714 002 329,  714020961  ,1700689267,TIGO_PESA_CASH_IN,  74397  ,  active  ,Arusha (CBD),45,2G GSM,Unknown,
REC-101969,255714030414,tel:+255-714-004795,1701250120,TIGO_PESA_CASH_IN,NaN,  active  ,dar-es-salaam,360,unknown,"iPhone 13,2 (iOS 16.5)",Standard call; cell handover success
REC-101555,255714001370,255714015070,11/29/2023 11:30 AM,VOICE_CALL,$ 38.85 USD,actve,Arusha (CBD),120,LTE-A,Samsung Galaxy A14; Android 13,Flagged for KYC update; verified by agent
REC-100582,0714-033-976,0714-029-592,"Nov 08, 2023 16:38",SMS_PACK,"TZS 72,692.02/=",SUSPENDED,Tanga,N/A,4G LTE,Unknown,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100758,N/A,0714033976,2023-11-15 09:53:06,VOICE_CALL,"TZS 112,175.81/=",ACTV,DODOMA (Capital),-15,LTE-A,Transsion Infinix Hot 30,"USSD session timeout, retry OK"
REC-102112,0714-027-948,N/A,"Nov 26, 2023 06:12",VOICE_CALL,$ 20.34 USD,CHURNED,Dodoma ,02:15,LTE-A,Tecno Spark 10 Pro,"VIP Subscriber, priority routing"
REC-101177,  714006713  ,+255/714/014522,12/02/2023 02:12 AM,TIGO_PESA_CASH_IN,"TZS 148,568.73/=",  active  ,ARUSHA,-15,5G NR,Nokia 105 (Feature Phone),"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-102309,0714-000-685,0714-002-055,27-11-2023 00:40:50,BUNDLE_PURCHASE,$ 18.16 USD,,ZNZ,360,2G GSM,Tecno Spark 10 Pro,Standard call; cell handover success
REC-102193,+255 714 013 563,0714003425,"Nov 06, 2023 00:37",SMS_PACK,"127,034.3800",Active,DODOMA (Capital),N/A,2G GSM,Unknown,
REC-102036,+255/714/022057,+255/714/005480,2023-11-23 12:30:44,TIGO_PESA_CASH_IN,"TZS 77,878.99/=",ACTIVE,,N/A,3G WCDMA,Tecno Spark 10 Pro,Standard call; cell handover success
REC-101018,+255 714 031 236,  714013974  ,2023/11/04,DATA_RECHARGE,  66786  ,Term,Dar es Salaam,0,2G GSM,Tecno Spark 10 Pro,Standard call; cell handover success
REC-101286,0714-021-372,0714-022-605,"Nov 20, 2023 02:40",VOICE_CALL,"68,243.9700",UNKNOWN,Arusha (CBD),N/A,LTE-A,Transsion Infinix Hot 30,
REC-101907,+255/714/021920,0714-031-647,"Dec 01, 2023 05:11",SMS_PACK,"TZS 93,950.44/=",Pending_Kyc​,Arusha﻿,30s,3G WCDMA,Unknown,None
REC-101510,0714-004-795,0714000548,2023-11-05 05:35:32,VOICE_CALL,  93601  ,actve,Arusha,0,4G,Tecno Spark 10 Pro,"VIP Subscriber, priority routing"
