transaction_id,timestamp,sender_msisdn,recipient_identifier,channel,transaction_type,amount_tzs,fee_revenue_tzs,cell_id,status,failure_reason
TPESA-3001608,2026-09-04 13:42:14,+25577***798,+25576911890,USSD_*150*01#,P2P_TRANSFER,144900.0,2173.5,TZ-MWA-001,SUCCESS,NONE
TPESA-3001609,2026-09-03 14:03:36,+25565***287,+25565721988,TIGO_PESA_APP,CASH_OUT_WAKALA,310900.0,4663.5,TZ-KIL-002,SUCCESS,NONE
TPESA-3001610,2026-09-01 22:46:20,+25577***877,TILL-966234,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,131600.0,1052.8,TZ-PWA-002,SUCCESS,NONE
TPESA-3001611,2026-09-01 19:37:33,+25565***507,TILL-801630,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,31800.0,254.4,TZ-DAR-008,SUCCESS,NONE
TPESA-3001612,2026-09-04 15:13:39,+25565***120,+25567329164,USSD_*150*01#,P2P_TRANSFER,178700.0,2680.5,TZ-TAB-001,SUCCESS,NONE
TPESA-3001613,2026-09-02 18:06:28,+25565***537,+25571865081,USSD_*150*01#,P2P_TRANSFER,52800.0,0.0,TZ-ZNZ-004,FAILED,INSUFFICIENT_FUNDS
TPESA-3001614,2026-09-03 06:16:52,+25571***210,+25571387210,USSD_*150*01#,AIRTIME_TOP_UP,13600.0,0.0,TZ-PWA-002,SUCCESS,NONE
TPESA-3001615,2026-09-04 20:54:13,+25577***694,+25577599694,TIGO_PESA_APP,AIRTIME_TOP_UP,14600.0,0.0,TZ-TAN-003,SUCCESS,NONE
TPESA-3001616,2026-09-02 17:34:29,+25571***470,+25565318743,USSD_*150*01#,P2P_TRANSFER,149600.0,2244.0,TZ-DOM-003,SUCCESS,NONE
TPESA-3001617,2026-09-06 20:24:45,+25571***981,+25571542981,TIGO_PESA_APP,AIRTIME_TOP_UP,12700.0,0.0,TZ-MBY-001,SUCCESS,NONE
TPESA-3001618,2026-09-05 07:46:13,+25567***462,+25577534625,TIGO_PESA_APP,P2P_TRANSFER,87600.0,1314.0,TZ-DAR-012,SUCCESS,NONE
TPESA-3001619,2026-09-05 21:55:46,+25577***527,+25565400321,USSD_*150*01#,P2P_TRANSFER,204500.0,3067.5,TZ-PWA-001,SUCCESS,NONE
TPESA-3001620,2026-09-07 12:37:48,+25571***652,TILL-629345,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,76000.0,608.0,TZ-DAR-010,SUCCESS,NONE
TPESA-3001621,2026-09-06 19:09:09,+25571***737,+25577375581,USSD_*150*01#,BANK_TO_WALLET_DEPOSIT,711100.0,10666.5,TZ-SNG-001,SUCCESS,NONE
TPESA-3001622,2026-09-05 11:38:50,+25577***448,+25577745082,USSD_*150*01#,P2P_TRANSFER,92900.0,1393.5,TZ-KIG-001,SUCCESS,NONE
TPESA-3001623,2026-09-06 18:36:26,+25567***527,+25571918812,TIGO_PESA_APP,CASH_OUT_WAKALA,43000.0,645.0,TZ-DAR-001,SUCCESS,NONE
TPESA-3001624,2026-09-01 23:36:52,+25567***173,+25576781504,TIGO_PESA_APP,P2P_TRANSFER,62100.0,931.5,TZ-DAR-013,SUCCESS,NONE
TPESA-3001625,2026-09-03 08:28:49,+25567***711,+25567739711,TIGO_PESA_APP,AIRTIME_TOP_UP,18900.0,0.0,TZ-PEM-001,SUCCESS,NONE
TPESA-3001626,2026-09-01 20:30:23,+25577***914,+25565509460,USSD_*150*01#,CASH_OUT_WAKALA,323600.0,4854.0,TZ-MBY-001,SUCCESS,NONE
TPESA-3001627,2026-09-07 07:15:10,+25577***443,+25565732182,TIGO_PESA_APP,CASH_OUT_WAKALA,310000.0,4650.0,TZ-MOR-001,SUCCESS,NONE
TPESA-3001628,2026-09-07 06:12:57,+25567***565,+25567767840,USSD_*150*01#,P2P_TRANSFER,139900.0,2098.5,TZ-DAR-009,SUCCESS,NONE
TPESA-3001629,2026-09-04 09:51:22,+25577***540,+25577286540,USSD_*150*01#,AIRTIME_TOP_UP,13000.0,0.0,TZ-DAR-015,SUCCESS,NONE
TPESA-3001630,2026-09-07 16:29:44,+25577***142,+25574494578,USSD_*150*01#,CASH_OUT_WAKALA,450300.0,6754.5,TZ-TAR-001,SUCCESS,NONE
TPESA-3001631,2026-09-03 12:34:41,+25565***825,+25574566389,USSD_*150*01#,BANK_TO_WALLET_DEPOSIT,772800.0,11592.0,TZ-TAN-002,SUCCESS,NONE
TPESA-3001632,2026-09-02 23:02:46,+25571***538,+25567487515,TIGO_PESA_APP,P2P_TRANSFER,150500.0,2257.5,TZ-TAN-002,SUCCESS,NONE
TPESA-3001633,2026-09-06 18:28:17,+25577***680,+25577834680,TIGO_PESA_APP,AIRTIME_TOP_UP,18200.0,0.0,TZ-MWA-001,SUCCESS,NONE
TPESA-3001634,2026-09-06 08:51:14,+25571***321,+25565329852,TIGO_PESA_APP,P2P_TRANSFER,214700.0,3220.5,TZ-MWA-002,SUCCESS,NONE
TPESA-3001635,2026-09-06 08:54:02,+25577***540,+25577165078,USSD_*150*01#,BANK_TO_WALLET_DEPOSIT,967200.0,14508.0,TZ-DAR-015,SUCCESS,NONE
TPESA-3001636,2026-09-04 13:40:36,+25567***795,TILL-711916,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,103000.0,824.0,TZ-DAR-002,SUCCESS,NONE
TPESA-3001637,2026-09-05 12:51:39,+25577***691,+25577990691,TIGO_PESA_APP,AIRTIME_TOP_UP,2100.0,0.0,TZ-MOR-001,SUCCESS,NONE
TPESA-3001638,2026-09-03 17:29:51,+25571***744,+25575510261,TIGO_PESA_APP,CASH_OUT_WAKALA,312900.0,4693.5,TZ-ARU-002,SUCCESS,NONE
TPESA-3001639,2026-09-05 20:03:41,+25567***132,+25576533813,TIGO_PESA_APP,CASH_OUT_WAKALA,253500.0,3802.5,TZ-BUK-001,SUCCESS,NONE
TPESA-3001640,2026-09-01 14:17:08,+25571***604,+25577160437,TIGO_PESA_APP,CASH_OUT_WAKALA,488500.0,7327.5,TZ-ARU-001,SUCCESS,NONE
TPESA-3001641,2026-09-04 19:06:59,+25577***655,+25577207272,USSD_*150*01#,CASH_OUT_WAKALA,283300.0,4249.5,TZ-ZNZ-002,SUCCESS,NONE
TPESA-3001642,2026-09-02 20:32:11,+25577***691,+25576527045,USSD_*150*01#,BANK_TO_WALLET_DEPOSIT,818300.0,12274.5,TZ-MOR-001,SUCCESS,NONE
TPESA-3001643,2026-09-02 12:14:53,+25571***144,+25574881694,USSD_*150*01#,P2P_TRANSFER,142700.0,2140.5,TZ-DAR-008,SUCCESS,NONE
TPESA-3001644,2026-09-07 09:01:13,+25577***562,+25577981120,TIGO_PESA_APP,CASH_OUT_WAKALA,262600.0,3939.0,TZ-TND-001,SUCCESS,NONE
TPESA-3001645,2026-09-07 14:30:05,+25565***530,+25565617530,USSD_*150*01#,AIRTIME_TOP_UP,13300.0,0.0,TZ-SHI-001,SUCCESS,NONE
TPESA-3001646,2026-09-01 10:06:33,+25571***348,+25571795794,USSD_*150*01#,CASH_OUT_WAKALA,280300.0,4204.5,TZ-KAH-001,SUCCESS,NONE
TPESA-3001647,2026-09-01 23:28:26,+25577***975,+25577416984,USSD_*150*01#,BANK_TO_WALLET_DEPOSIT,90200.0,1353.0,TZ-DAR-001,SUCCESS,NONE
TPESA-3001648,2026-09-01 12:48:15,+25577***329,+25571255023,USSD_*150*01#,P2P_TRANSFER,120100.0,1801.5,TZ-KAH-001,SUCCESS,NONE
TPESA-3001649,2026-09-01 11:51:12,+25577***009,+25567877916,TIGO_PESA_APP,P2P_TRANSFER,196300.0,2944.5,TZ-DOM-003,SUCCESS,NONE
TPESA-3001650,2026-09-06 15:13:46,+25567***092,+25577203869,TIGO_PESA_APP,P2P_TRANSFER,244300.0,3664.5,TZ-DAR-007,SUCCESS,NONE
TPESA-3001651,2026-09-01 08:21:55,+25577***833,TILL-819873,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,117200.0,937.6,TZ-TAR-001,SUCCESS,NONE
TPESA-3001652,2026-09-04 09:52:09,+25565***455,TILL-602666,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,137600.0,1100.8,TZ-MWA-003,SUCCESS,NONE
TPESA-3001653,2026-09-05 17:19:44,+25577***595,+25567410388,USSD_*150*01#,CASH_OUT_WAKALA,144200.0,2163.0,TZ-ARU-001,SUCCESS,NONE
TPESA-3001654,2026-09-03 18:20:04,+25565***752,+25577540127,USSD_*150*01#,CASH_OUT_WAKALA,85400.0,1281.0,TZ-KAH-001,SUCCESS,NONE
TPESA-3001655,2026-09-02 17:05:21,+25571***334,TILL-993041,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,26700.0,213.6,TZ-DAR-009,SUCCESS,NONE
TPESA-3001656,2026-09-05 15:00:08,+25567***612,+25571397579,USSD_*150*01#,P2P_TRANSFER,29700.0,445.5,TZ-DAR-003,SUCCESS,NONE
TPESA-3001657,2026-09-06 15:24:21,+25571***662,+25577197537,TIGO_PESA_APP,P2P_TRANSFER,95200.0,1428.0,TZ-GEI-001,SUCCESS,NONE
TPESA-3001658,2026-09-03 15:30:10,+25571***501,+25567389488,USSD_*150*01#,P2P_TRANSFER,129000.0,1935.0,TZ-DAR-003,SUCCESS,NONE
TPESA-3001659,2026-09-04 19:46:23,+25565***214,TILL-998430,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,135700.0,1085.6,TZ-KIL-003,SUCCESS,NONE
TPESA-3001660,2026-09-07 11:23:01,+25565***483,+25567972295,TIGO_PESA_APP,P2P_TRANSFER,236100.0,3541.5,TZ-GEI-001,SUCCESS,NONE
TPESA-3001661,2026-09-03 15:07:05,+25571***400,+25576836075,TIGO_PESA_APP,P2P_TRANSFER,171100.0,0.0,TZ-TAR-001,FAILED,USSD_TIMEOUT
TPESA-3001662,2026-09-01 14:37:51,+25577***912,TILL-939227,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,71900.0,575.2,TZ-SHI-001,SUCCESS,NONE
TPESA-3001663,2026-09-01 13:33:04,+25567***975,TILL-989252,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,132600.0,1060.8,TZ-KIG-001,SUCCESS,NONE
TPESA-3001664,2026-09-07 16:18:19,+25567***930,+25567498930,USSD_*150*01#,AIRTIME_TOP_UP,11400.0,0.0,TZ-ZNZ-001,SUCCESS,NONE
TPESA-3001665,2026-09-02 21:10:47,+25565***887,+25577664497,USSD_*150*01#,P2P_TRANSFER,13500.0,350.0,TZ-IRI-001,SUCCESS,NONE
TPESA-3001666,2026-09-01 07:09:29,+25567***058,+25577687112,TIGO_PESA_APP,P2P_TRANSFER,130600.0,1959.0,TZ-DAR-002,SUCCESS,NONE
TPESA-3001667,2026-09-05 09:11:58,+25567***598,+25565607345,TIGO_PESA_APP,P2P_TRANSFER,52700.0,790.5,TZ-DOM-003,SUCCESS,NONE
TPESA-3001668,2026-09-04 16:25:55,+25571***620,+25565115172,TIGO_PESA_APP,P2P_TRANSFER,248100.0,3721.5,TZ-TAN-002,SUCCESS,NONE
TPESA-3001669,2026-09-01 15:50:07,+25577***996,+25577543564,TIGO_PESA_APP,CASH_OUT_WAKALA,295600.0,4434.0,TZ-NJO-001,SUCCESS,NONE
TPESA-3001670,2026-09-01 07:31:02,+25577***385,+25574377845,USSD_*150*01#,BANK_TO_WALLET_DEPOSIT,736800.0,11052.0,TZ-TAB-001,SUCCESS,NONE
TPESA-3001671,2026-09-02 17:56:52,+25567***867,+25571250504,USSD_*150*01#,P2P_TRANSFER,32100.0,481.5,TZ-DAR-003,SUCCESS,NONE
TPESA-3001672,2026-09-02 12:41:54,+25565***561,+25567302046,TIGO_PESA_APP,P2P_TRANSFER,48600.0,729.0,TZ-KIG-001,SUCCESS,NONE
TPESA-3001673,2026-09-05 08:55:19,+25571***915,+25567612797,USSD_*150*01#,P2P_TRANSFER,231800.0,3477.0,TZ-DAR-010,SUCCESS,NONE
TPESA-3001674,2026-09-03 08:31:16,+25565***568,+25565846568,TIGO_PESA_APP,AIRTIME_TOP_UP,4800.0,0.0,TZ-DAR-003,SUCCESS,NONE
TPESA-3001675,2026-09-03 20:35:26,+25565***454,+25567236512,USSD_*150*01#,P2P_TRANSFER,76500.0,1147.5,TZ-MWA-003,SUCCESS,NONE
TPESA-3001676,2026-09-02 16:39:50,+25565***462,TILL-861744,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,133000.0,1064.0,TZ-TAB-001,SUCCESS,NONE
TPESA-3001677,2026-09-04 15:18:27,+25565***964,+25575743766,TIGO_PESA_APP,CASH_OUT_WAKALA,497800.0,7467.0,TZ-TAN-003,SUCCESS,NONE
TPESA-3001678,2026-09-02 08:55:41,+25565***792,+25571113223,USSD_*150*01#,P2P_TRANSFER,178600.0,2679.0,TZ-ZNZ-003,SUCCESS,NONE
TPESA-3001679,2026-09-04 14:00:25,+25571***749,+25571126861,USSD_*150*01#,CASH_OUT_WAKALA,408700.0,6130.5,TZ-DAR-008,SUCCESS,NONE
TPESA-3001680,2026-09-02 06:14:11,+25565***934,+25574630473,TIGO_PESA_APP,P2P_TRANSFER,173200.0,2598.0,TZ-TAR-001,SUCCESS,NONE
TPESA-3001681,2026-09-05 06:46:23,+25565***501,+25571187863,USSD_*150*01#,P2P_TRANSFER,198400.0,2976.0,TZ-MWA-001,SUCCESS,NONE
TPESA-3001682,2026-09-01 16:19:56,+25577***555,+25565467706,TIGO_PESA_APP,P2P_TRANSFER,123900.0,1858.5,TZ-MBY-001,SUCCESS,NONE
TPESA-3001683,2026-09-07 07:51:46,+25565***403,+25576367420,USSD_*150*01#,P2P_TRANSFER,22800.0,350.0,TZ-SHI-001,SUCCESS,NONE
TPESA-3001684,2026-09-03 21:52:19,+25571***566,+25577515597,USSD_*150*01#,CASH_OUT_WAKALA,497600.0,7464.0,TZ-ARU-003,SUCCESS,NONE
TPESA-3001685,2026-09-03 21:41:17,+25567***583,+25574232298,TIGO_PESA_APP,P2P_TRANSFER,89400.0,1341.0,TZ-DAR-002,SUCCESS,NONE
TPESA-3001686,2026-09-02 08:35:24,+25565***641,+25571606707,USSD_*150*01#,P2P_TRANSFER,77300.0,1159.5,TZ-PWA-001,SUCCESS,NONE
TPESA-3001687,2026-09-02 20:24:05,+25577***007,TILL-976462,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,112900.0,903.2,TZ-TAR-001,SUCCESS,NONE
TPESA-3001688,2026-09-04 21:14:08,+25571***838,TILL-785178,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,109300.0,874.4,TZ-TAR-001,SUCCESS,NONE
TPESA-3001689,2026-09-05 14:15:02,+25567***981,+25567925981,USSD_*150*01#,AIRTIME_TOP_UP,13500.0,0.0,TZ-DAR-010,SUCCESS,NONE
TPESA-3001690,2026-09-03 18:38:21,+25571***569,+25574942623,USSD_*150*01#,BANK_TO_WALLET_DEPOSIT,88600.0,1329.0,TZ-DAR-013,SUCCESS,NONE
TPESA-3001691,2026-09-05 06:39:53,+25565***711,+25575347943,USSD_*150*01#,BANK_TO_WALLET_DEPOSIT,373500.0,5602.5,TZ-ZNZ-001,SUCCESS,NONE
TPESA-3001692,2026-09-06 16:26:39,+25577***760,+25571303323,TIGO_PESA_APP,CASH_OUT_WAKALA,246000.0,3690.0,TZ-MAR-001,SUCCESS,NONE
TPESA-3001693,2026-09-01 12:47:16,+25565***586,+25574380136,TIGO_PESA_APP,BANK_TO_WALLET_DEPOSIT,906200.0,13593.0,TZ-PWA-001,SUCCESS,NONE
TPESA-3001694,2026-09-03 22:06:03,+25571***620,+25571156620,USSD_*150*01#,AIRTIME_TOP_UP,10800.0,0.0,TZ-DOM-002,SUCCESS,NONE
TPESA-3001695,2026-09-05 14:55:16,+25567***228,TILL-961375,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,12800.0,0.0,TZ-DOM-002,FAILED,INSUFFICIENT_FUNDS
TPESA-3001696,2026-09-01 10:46:48,+25567***654,+25571381435,TIGO_PESA_APP,CASH_OUT_WAKALA,39300.0,589.5,TZ-DAR-014,SUCCESS,NONE
TPESA-3001697,2026-09-01 21:06:16,+25565***973,+25567484599,TIGO_PESA_APP,P2P_TRANSFER,26800.0,402.0,TZ-MOR-001,SUCCESS,NONE
TPESA-3001698,2026-09-04 11:27:25,+25571***315,+25565874896,USSD_*150*01#,P2P_TRANSFER,8500.0,350.0,TZ-IRI-001,SUCCESS,NONE
TPESA-3001699,2026-09-06 22:16:53,+25565***169,+25565287888,USSD_*150*01#,CASH_OUT_WAKALA,37100.0,556.5,TZ-SON-001,SUCCESS,NONE
TPESA-3001700,2026-09-07 11:28:53,+25577***049,+25574772546,USSD_*150*01#,CASH_OUT_WAKALA,424400.0,6366.0,TZ-DOM-003,SUCCESS,NONE
TPESA-3001701,2026-09-06 19:01:56,+25571***860,+25565126673,USSD_*150*01#,P2P_TRANSFER,11200.0,350.0,TZ-DAR-003,SUCCESS,NONE
TPESA-3001702,2026-09-01 10:06:29,+25577***139,TILL-517172,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,115100.0,920.8,TZ-DAR-002,SUCCESS,NONE
TPESA-3001703,2026-09-06 10:56:22,+25571***041,TILL-521513,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,85100.0,680.8,TZ-SNG-001,SUCCESS,NONE
TPESA-3001704,2026-09-04 11:15:38,+25571***703,+25571723738,USSD_*150*01#,BANK_TO_WALLET_DEPOSIT,136500.0,2047.5,TZ-MTW-001,SUCCESS,NONE
TPESA-3001705,2026-09-01 09:48:07,+25571***861,+25565322374,TIGO_PESA_APP,BANK_TO_WALLET_DEPOSIT,380700.0,5710.5,TZ-PWA-002,SUCCESS,NONE
TPESA-3001706,2026-09-07 10:50:39,+25565***383,+25565409033,USSD_*150*01#,P2P_TRANSFER,117000.0,1755.0,TZ-TAN-001,SUCCESS,NONE
TPESA-3001707,2026-09-02 13:40:52,+25565***847,TILL-673851,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,66200.0,529.6,TZ-DAR-004,SUCCESS,NONE
TPESA-3001708,2026-09-03 22:20:23,+25567***133,+25565377589,TIGO_PESA_APP,CASH_OUT_WAKALA,61100.0,916.5,TZ-DAR-009,SUCCESS,NONE
TPESA-3001709,2026-09-07 18:19:08,+25577***901,+25575136367,TIGO_PESA_APP,CASH_OUT_WAKALA,461200.0,6918.0,TZ-DAR-002,SUCCESS,NONE
TPESA-3001710,2026-09-06 14:29:53,+25567***881,+25565584073,USSD_*150*01#,P2P_TRANSFER,113000.0,1695.0,TZ-ZNZ-004,SUCCESS,NONE
TPESA-3001711,2026-09-01 10:29:14,+25567***408,+25575536206,USSD_*150*01#,CASH_OUT_WAKALA,70000.0,1050.0,TZ-KIL-003,SUCCESS,NONE
TPESA-3001712,2026-09-03 12:43:05,+25567***652,+25565630934,USSD_*150*01#,P2P_TRANSFER,235200.0,3528.0,TZ-ZNZ-004,SUCCESS,NONE
TPESA-3001713,2026-09-07 12:58:36,+25565***282,+25565661692,TIGO_PESA_APP,CASH_OUT_WAKALA,13700.0,350.0,TZ-DAR-012,SUCCESS,NONE
TPESA-3001714,2026-09-01 09:43:48,+25571***439,+25576489013,TIGO_PESA_APP,CASH_OUT_WAKALA,102200.0,1533.0,TZ-DOM-003,SUCCESS,NONE
TPESA-3001715,2026-09-06 13:08:54,+25577***280,+25571380474,TIGO_PESA_APP,CASH_OUT_WAKALA,310100.0,4651.5,TZ-KIG-001,SUCCESS,NONE
TPESA-3001716,2026-09-04 11:15:52,+25565***655,+25571326152,USSD_*150*01#,P2P_TRANSFER,174900.0,2623.5,TZ-SHI-001,SUCCESS,NONE
TPESA-3001717,2026-09-02 12:47:55,+25577***056,TILL-898380,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,46900.0,375.2,TZ-DAR-010,SUCCESS,NONE
TPESA-3001718,2026-09-02 13:23:15,+25571***686,TILL-814992,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,125000.0,1000.0,TZ-DAR-009,SUCCESS,NONE
TPESA-3001719,2026-09-05 11:14:04,+25567***073,+25565914533,TIGO_PESA_APP,P2P_TRANSFER,7500.0,350.0,TZ-TAN-001,SUCCESS,NONE
TPESA-3001720,2026-09-03 18:10:45,+25565***561,+25571505292,TIGO_PESA_APP,BANK_TO_WALLET_DEPOSIT,477600.0,7164.0,TZ-KIG-001,SUCCESS,NONE
TPESA-3001721,2026-09-05 10:26:23,+25565***196,+25576299876,TIGO_PESA_APP,P2P_TRANSFER,244600.0,3669.0,TZ-KAH-001,SUCCESS,NONE
TPESA-3001722,2026-09-06 10:22:40,+25567***391,+25567116391,TIGO_PESA_APP,AIRTIME_TOP_UP,19300.0,0.0,TZ-MBY-002,SUCCESS,NONE
TPESA-3001723,2026-09-05 07:01:24,+25577***830,TILL-721126,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,84500.0,676.0,TZ-ARU-001,SUCCESS,NONE
TPESA-3001724,2026-09-02 16:42:05,+25567***347,+25577653828,USSD_*150*01#,CASH_OUT_WAKALA,130200.0,1953.0,TZ-ZNZ-003,SUCCESS,NONE
TPESA-3001725,2026-09-03 21:23:56,+25565***895,+25565492647,TIGO_PESA_APP,P2P_TRANSFER,189300.0,2839.5,TZ-MWA-002,SUCCESS,NONE
TPESA-3001726,2026-09-01 15:54:23,+25571***373,+25577246360,TIGO_PESA_APP,CASH_OUT_WAKALA,31500.0,472.5,TZ-ZNZ-003,SUCCESS,NONE
TPESA-3001727,2026-09-01 10:46:58,+25567***548,+25567438548,USSD_*150*01#,AIRTIME_TOP_UP,10100.0,0.0,TZ-NJO-001,SUCCESS,NONE
TPESA-3001728,2026-09-04 08:32:25,+25565***589,+25565961606,USSD_*150*01#,P2P_TRANSFER,89000.0,1335.0,TZ-KAH-001,SUCCESS,NONE
TPESA-3001729,2026-09-04 16:56:48,+25567***291,TILL-704514,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,140600.0,1124.8,TZ-SNG-001,SUCCESS,NONE
TPESA-3001730,2026-09-03 22:33:59,+25565***501,+25565601237,USSD_*150*01#,P2P_TRANSFER,102200.0,1533.0,TZ-KIL-002,SUCCESS,NONE
TPESA-3001731,2026-09-01 09:12:18,+25577***599,+25567677401,USSD_*150*01#,P2P_TRANSFER,71300.0,1069.5,TZ-MWA-002,SUCCESS,NONE
TPESA-3001732,2026-09-03 23:18:09,+25577***603,+25565199943,TIGO_PESA_APP,BANK_TO_WALLET_DEPOSIT,640800.0,9612.0,TZ-GEI-001,SUCCESS,NONE
TPESA-3001733,2026-09-01 14:07:02,+25577***456,+25567296782,TIGO_PESA_APP,CASH_OUT_WAKALA,460400.0,6906.0,TZ-DAR-007,SUCCESS,NONE
TPESA-3001734,2026-09-07 19:26:03,+25565***209,+25567168077,TIGO_PESA_APP,P2P_TRANSFER,50500.0,757.5,TZ-MWA-002,SUCCESS,NONE
TPESA-3001735,2026-09-04 07:56:45,+25565***572,+25574861984,USSD_*150*01#,CASH_OUT_WAKALA,163200.0,2448.0,TZ-TAR-001,SUCCESS,NONE
TPESA-3001736,2026-09-05 10:54:56,+25571***379,TILL-808330,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,82600.0,660.8,TZ-ZNZ-004,SUCCESS,NONE
TPESA-3001737,2026-09-04 14:17:28,+25565***613,+25565122613,USSD_*150*01#,AIRTIME_TOP_UP,19600.0,0.0,TZ-TAR-001,SUCCESS,NONE
TPESA-3001738,2026-09-01 20:06:58,+25567***930,+25571356049,TIGO_PESA_APP,P2P_TRANSFER,210200.0,3153.0,TZ-ZNZ-001,SUCCESS,NONE
TPESA-3001739,2026-09-04 17:05:14,+25571***112,+25571556112,USSD_*150*01#,AIRTIME_TOP_UP,6400.0,0.0,TZ-ARU-001,SUCCESS,NONE
TPESA-3001740,2026-09-06 21:28:34,+25567***120,TILL-853430,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,11600.0,92.8,TZ-MTW-001,SUCCESS,NONE
TPESA-3001741,2026-09-01 12:47:29,+25571***096,+25577445398,USSD_*150*01#,CASH_OUT_WAKALA,233100.0,3496.5,TZ-KIL-003,SUCCESS,NONE
TPESA-3001742,2026-09-01 12:19:42,+25571***713,TILL-964548,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,50700.0,405.6,TZ-MOR-001,SUCCESS,NONE
TPESA-3001743,2026-09-01 11:38:20,+25565***483,+25577265487,USSD_*150*01#,CASH_OUT_WAKALA,156500.0,2347.5,TZ-GEI-001,SUCCESS,NONE
TPESA-3001744,2026-09-07 20:28:05,+25577***759,+25575526000,USSD_*150*01#,P2P_TRANSFER,204300.0,3064.5,TZ-DAR-012,SUCCESS,NONE
TPESA-3001745,2026-09-04 07:53:14,+25571***070,+25576206637,USSD_*150*01#,P2P_TRANSFER,123100.0,1846.5,TZ-IRI-001,SUCCESS,NONE
TPESA-3001746,2026-09-02 13:18:18,+25565***410,+25571771630,USSD_*150*01#,CASH_OUT_WAKALA,346400.0,5196.0,TZ-SNG-001,SUCCESS,NONE
TPESA-3001747,2026-09-07 15:56:01,+25567***853,TILL-693813,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,91800.0,734.4,TZ-DAR-009,SUCCESS,NONE
TPESA-3001748,2026-09-03 14:14:53,+25567***690,+25576165998,TIGO_PESA_APP,CASH_OUT_WAKALA,315700.0,4735.5,TZ-GEI-001,SUCCESS,NONE
TPESA-3001749,2026-09-06 14:54:03,+25571***758,+25567891619,USSD_*150*01#,P2P_TRANSFER,93300.0,1399.5,TZ-DAR-007,SUCCESS,NONE
TPESA-3001750,2026-09-07 17:28:22,+25565***636,+25565391636,USSD_*150*01#,AIRTIME_TOP_UP,2500.0,0.0,TZ-ARU-002,FAILED,PIN_MAX_ATTEMPTS_EXCEEDED
TPESA-3001751,2026-09-07 16:16:05,+25567***950,+25571573779,USSD_*150*01#,CASH_OUT_WAKALA,233600.0,3504.0,TZ-ARU-003,SUCCESS,NONE
TPESA-3001752,2026-09-07 10:31:05,+25577***702,+25576662866,USSD_*150*01#,BANK_TO_WALLET_DEPOSIT,107800.0,1617.0,TZ-MAR-001,SUCCESS,NONE
TPESA-3001753,2026-09-02 21:31:17,+25577***542,+25577206669,TIGO_PESA_APP,CASH_OUT_WAKALA,69000.0,1035.0,TZ-DOM-002,SUCCESS,NONE
TPESA-3001754,2026-09-05 09:35:28,+25571***787,+25565412249,USSD_*150*01#,P2P_TRANSFER,133800.0,2007.0,TZ-SNG-001,SUCCESS,NONE
TPESA-3001755,2026-09-03 21:38:25,+25577***049,+25577268049,USSD_*150*01#,AIRTIME_TOP_UP,19800.0,0.0,TZ-MWA-002,SUCCESS,NONE
TPESA-3001756,2026-09-05 13:41:15,+25565***887,TILL-684342,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,134200.0,1073.6,TZ-IRI-001,SUCCESS,NONE
TPESA-3001757,2026-09-04 12:35:17,+25571***617,+25567599832,USSD_*150*01#,P2P_TRANSFER,148600.0,2229.0,TZ-TAN-002,SUCCESS,NONE
TPESA-3001758,2026-09-07 07:25:40,+25565***414,+25575997926,TIGO_PESA_APP,CASH_OUT_WAKALA,83500.0,1252.5,TZ-TAB-001,SUCCESS,NONE
TPESA-3001759,2026-09-02 16:18:01,+25571***464,TILL-865081,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,115400.0,923.2,TZ-PWA-002,SUCCESS,NONE
TPESA-3001760,2026-09-03 15:59:30,+25571***521,+25567150093,USSD_*150*01#,P2P_TRANSFER,207500.0,3112.5,TZ-NJO-001,SUCCESS,NONE
