session_id,timestamp,msisdn,imsi,cell_id,technology,apn_name,uplink_mb,downlink_mb,total_traffic_mb,duration_min,avg_throughput_mbps,rtt_latency_ms,packet_loss_pct,billable_amount_tzs
CDR-D-2002917,2026-09-05 15:29:33,+25565436290,640026784409330,TZ-DAR-010,4G,tigo.internet,15.59,53.92,69.52,57,30.84,38.9,0.33,152.93
CDR-D-2002918,2026-09-04 11:53:21,+25571179802,640022789949373,TZ-DOM-001,5G,tigo.pesa.app,162.22,1286.91,1449.13,90,234.68,23.2,0.12,0.0
CDR-D-2002919,2026-09-04 20:50:58,+25577130914,640022832508021,TZ-MBY-001,4G,tigo.internet,141.64,804.49,946.13,86,22.24,41.5,0.33,2081.49
CDR-D-2002920,2026-09-06 11:39:14,+25571949884,640029868845806,TZ-MOR-001,4G,tigo.pesa.app,238.31,835.16,1073.47,4,61.4,48.5,0.44,0.0
CDR-D-2002921,2026-09-07 02:04:42,+25567987729,640024446206748,TZ-MBY-001,4G,tigo.internet,113.74,564.13,677.87,52,47.7,42.8,0.25,1491.31
CDR-D-2002922,2026-09-07 11:49:15,+25567309795,640027074433463,TZ-DAR-002,4G,tigo.internet,125.0,569.97,694.97,72,21.74,26.6,0.4,1528.94
CDR-D-2002923,2026-09-04 06:01:50,+25571124125,640024482166571,TZ-PWA-001,4G,tigo.internet,99.92,397.81,497.73,4,26.04,35.2,0.41,1095.01
CDR-D-2002924,2026-09-04 02:08:35,+25565821347,640024520856549,TZ-DAR-009,4G,tigo.internet,17.41,92.55,109.96,57,64.34,51.1,0.12,241.92
CDR-D-2002925,2026-09-03 14:34:30,+25577636556,640022341720625,TZ-DAR-011,4G,tigo.internet,100.73,579.72,680.45,51,25.34,40.9,0.25,1496.99
CDR-D-2002926,2026-09-06 21:11:43,+25567490963,640029237475801,TZ-ARU-002,4G,tigo.internet,75.84,379.01,454.85,20,29.02,54.2,0.18,1000.66
CDR-D-2002927,2026-09-02 20:26:47,+25565240800,640021049833464,TZ-DAR-009,4G,tigo.internet,136.79,593.23,730.01,64,21.52,44.9,0.42,1606.03
CDR-D-2002928,2026-09-06 15:17:40,+25571183854,640028170092009,TZ-DOM-002,5G,tigo.internet,65.0,265.2,330.2,50,140.33,15.6,0.15,726.44
CDR-D-2002929,2026-09-02 15:58:28,+25565717466,640028127372046,TZ-DOM-002,5G,tigo.internet,85.22,548.13,633.34,78,226.71,18.5,0.05,1393.35
CDR-D-2002930,2026-09-03 06:08:17,+25571116703,640022309263254,TZ-PEM-001,3G,tigo.internet,19.75,76.19,95.94,68,6.92,119.5,2.72,211.07
CDR-D-2002931,2026-09-07 17:44:14,+25567924584,640028513372284,TZ-DAR-003,5G,tigo.internet,515.32,2458.2,2973.53,36,117.55,18.3,0.08,6541.76
CDR-D-2002932,2026-09-01 14:36:26,+25567308894,640029587244082,TZ-SON-001,3G,tigo.internet,4.95,16.8,21.75,18,1.68,103.9,2.39,47.85
CDR-D-2002933,2026-09-02 04:34:32,+25571623147,640025699183813,TZ-DAR-006,4G,tigo.internet,33.39,134.27,167.65,71,50.36,32.4,0.13,368.84
CDR-D-2002934,2026-09-03 12:53:03,+25567614646,640027490269556,TZ-DOM-001,5G,tigo.internet,394.13,1823.08,2217.21,26,170.77,27.8,0.03,4877.87
CDR-D-2002935,2026-09-06 10:24:07,+25577929816,640024888501524,TZ-TAN-001,4G,tigo.internet,188.44,943.02,1131.45,7,64.7,35.7,0.44,2489.2
CDR-D-2002936,2026-09-02 22:34:28,+25565842501,640024520399955,TZ-KIL-002,3G,tigo.internet,20.43,70.14,90.57,21,5.29,95.3,2.31,199.26
CDR-D-2002937,2026-09-02 02:15:11,+25567580462,640028021444011,TZ-KIL-003,3G,tigo.corporate,11.47,57.22,68.69,74,4.44,71.0,1.34,151.11
CDR-D-2002938,2026-09-07 18:59:20,+25571487484,640029713788428,TZ-DAR-008,4G,tigo.internet,246.89,833.22,1080.1,42,57.31,25.9,0.2,2376.23
CDR-D-2002939,2026-09-01 04:06:21,+25571186558,640029375265373,TZ-DAR-007,4G,tigo.pesa.app,63.95,298.68,362.63,61,63.9,49.2,0.17,0.0
CDR-D-2002940,2026-09-02 04:56:49,+25577860448,640024973004177,TZ-KIG-001,3G,tigo.internet,22.57,62.78,85.35,14,6.87,105.7,0.74,187.76
CDR-D-2002941,2026-09-04 09:40:40,+25565412534,640025077921573,TZ-DAR-006,4G,tigo.internet,16.3,63.88,80.17,9,14.85,38.8,0.26,176.38
CDR-D-2002942,2026-09-04 12:56:36,+25567825443,640021381708520,TZ-SON-001,3G,tigo.pesa.app,11.13,28.89,40.02,69,5.65,92.9,1.65,0.0
CDR-D-2002943,2026-09-02 06:34:59,+25567400692,640029625656293,TZ-TAB-001,3G,tigo.corporate,9.93,44.81,54.74,82,6.7,81.0,2.47,120.42
CDR-D-2002944,2026-09-05 18:46:32,+25571771652,640023645901955,TZ-DAR-010,4G,tigo.internet,59.36,237.61,296.98,22,34.5,38.2,0.13,653.35
CDR-D-2002945,2026-09-04 16:45:07,+25577633188,640022554039848,TZ-DAR-013,5G,tigo.corporate,25.4,153.03,178.42,74,198.46,20.9,0.12,392.53
CDR-D-2002946,2026-09-04 01:44:26,+25567699853,640027450493016,TZ-DAR-009,4G,tigo.internet,137.45,707.24,844.69,55,52.51,28.2,0.38,1858.33
CDR-D-2002947,2026-09-05 03:54:08,+25577383023,640024000742597,TZ-SNG-001,3G,tigo.internet,4.95,12.48,17.43,67,6.15,106.1,0.77,38.35
CDR-D-2002948,2026-09-07 21:18:19,+25577892684,640022699985771,TZ-DAR-003,5G,tigo.internet,545.36,2303.31,2848.67,13,207.25,28.0,0.05,6267.08
CDR-D-2002949,2026-09-03 07:39:47,+25565419409,640027735563741,TZ-DAR-011,4G,tigo.internet,119.9,608.79,728.7,46,52.25,37.3,0.29,1603.13
CDR-D-2002950,2026-09-06 13:23:37,+25565257880,640022761091683,TZ-ARU-002,4G,tigo.corporate,136.66,466.87,603.53,16,57.05,37.2,0.16,1327.76
CDR-D-2002951,2026-09-06 10:50:15,+25571260778,640026918142780,TZ-MBY-001,4G,tigo.internet,176.83,722.06,898.89,11,28.14,46.1,0.41,1977.57
CDR-D-2002952,2026-09-02 20:19:25,+25571556112,640021561387824,TZ-ARU-001,5G,tigo.internet,63.13,404.83,467.95,32,120.68,14.7,0.1,1029.5
CDR-D-2002953,2026-09-01 11:00:42,+25565758589,640024213790202,TZ-ZNZ-004,4G,tigo.corporate,85.03,306.15,391.17,80,53.87,37.5,0.43,860.58
CDR-D-2002954,2026-09-03 05:17:09,+25577112581,640023896960280,TZ-DOM-003,4G,tigo.internet,255.61,898.62,1154.23,49,53.88,30.6,0.42,2539.3
CDR-D-2002955,2026-09-02 04:39:57,+25565244933,640028169652310,TZ-MOR-001,4G,tigo.corporate,174.59,687.06,861.65,65,51.9,45.3,0.4,1895.63
CDR-D-2002956,2026-09-02 19:47:57,+25567875501,640023674551397,TZ-ZNZ-002,4G,tigo.internet,114.58,707.81,822.39,26,22.32,32.7,0.22,1809.26
CDR-D-2002957,2026-09-02 14:10:50,+25577492292,640026974875750,TZ-DAR-006,4G,tigo.pesa.app,193.37,719.98,913.35,14,24.08,45.7,0.38,0.0
CDR-D-2002958,2026-09-01 23:38:51,+25577116929,640025326129844,TZ-MWA-002,4G,tigo.internet,150.66,849.12,999.78,81,45.86,48.7,0.19,2199.51
CDR-D-2002959,2026-09-02 13:03:41,+25567773088,640029403748506,TZ-MWA-003,4G,tigo.pesa.app,32.48,208.68,241.16,34,19.66,45.4,0.06,0.0
CDR-D-2002960,2026-09-02 01:10:54,+25567424526,640023744581207,TZ-PEM-001,3G,tigo.internet,17.63,52.37,70.0,41,4.86,131.0,2.67,153.99
CDR-D-2002961,2026-09-03 20:21:28,+25565547011,640029665789482,TZ-DAR-015,3G,tigo.internet,11.16,53.26,64.41,64,1.75,95.1,0.63,141.71
CDR-D-2002962,2026-09-06 21:16:05,+25567386643,640029878856075,TZ-MAR-001,3G,tigo.internet,5.11,21.65,26.77,63,6.96,119.1,2.09,58.88
CDR-D-2002963,2026-09-01 04:59:03,+25565906519,640024058220682,TZ-DAR-012,5G,tigo.internet,264.87,2100.87,2365.74,47,86.5,13.4,0.02,5204.63
CDR-D-2002964,2026-09-07 20:12:58,+25567244935,640026351134654,TZ-DAR-015,3G,tigo.internet,13.44,63.97,77.41,11,6.4,115.3,1.57,170.31
CDR-D-2002965,2026-09-06 21:50:38,+25565704864,640023144063281,TZ-DOM-003,4G,tigo.pesa.app,121.09,436.97,558.06,73,43.09,43.2,0.12,0.0
CDR-D-2002966,2026-09-07 06:31:27,+25565562104,640028812525969,TZ-DAR-008,4G,tigo.corporate,72.76,262.55,335.31,7,52.69,45.6,0.36,737.69
CDR-D-2002967,2026-09-06 07:57:11,+25577383023,640024000742597,TZ-SNG-001,3G,tigo.internet,7.52,20.61,28.12,50,3.47,66.5,0.55,61.87
CDR-D-2002968,2026-09-06 22:16:29,+25571704430,640028150791910,TZ-SNG-001,3G,tigo.internet,4.65,15.9,20.54,47,4.21,108.3,0.78,45.2
CDR-D-2002969,2026-09-05 16:45:27,+25565939030,640026651020291,TZ-DAR-006,4G,tigo.internet,7.71,39.59,47.3,49,61.62,33.1,0.22,104.05
CDR-D-2002970,2026-09-07 13:25:07,+25571792244,640023467704659,TZ-ZNZ-002,4G,tigo.internet,230.79,780.46,1011.26,37,49.01,25.9,0.21,2224.76
CDR-D-2002971,2026-09-07 04:15:32,+25567716006,640029795904190,TZ-KIG-001,3G,tigo.internet,12.72,44.25,56.97,4,4.49,72.1,1.88,125.33
CDR-D-2002972,2026-09-03 03:48:19,+25571387552,640024995004351,TZ-KIL-001,4G,tigo.internet,70.37,354.96,425.33,85,62.61,52.8,0.18,935.72
CDR-D-2002973,2026-09-03 22:19:53,+25577839485,640026932342612,TZ-DAR-007,4G,tigo.corporate,94.44,579.02,673.46,20,31.5,38.7,0.13,1481.6
CDR-D-2002974,2026-09-05 10:46:43,+25565112936,640029986384992,TZ-MWA-002,4G,tigo.internet,156.94,714.68,871.62,33,20.21,40.3,0.39,1917.56
CDR-D-2002975,2026-09-02 15:29:08,+25571362778,640022178758213,TZ-SNG-001,3G,tigo.corporate,20.98,66.53,87.51,60,3.68,129.7,2.72,192.52
CDR-D-2002976,2026-09-04 19:48:56,+25577557244,640026124128956,TZ-SNG-001,3G,tigo.internet,7.97,31.61,39.58,54,4.4,138.7,2.12,87.07
CDR-D-2002977,2026-09-05 23:02:34,+25571536774,640027801948900,TZ-SNG-001,3G,tigo.internet,20.64,72.36,93.01,60,2.33,133.7,1.15,204.61
CDR-D-2002978,2026-09-02 01:12:36,+25577819636,640022952887577,TZ-ZNZ-003,4G,tigo.internet,141.3,547.4,688.69,35,36.73,36.6,0.42,1515.12
CDR-D-2002979,2026-09-04 15:22:25,+25577800005,640028995059760,TZ-BUK-001,3G,tigo.internet,18.02,73.04,91.05,44,3.25,86.0,1.46,200.32
CDR-D-2002980,2026-09-06 17:58:58,+25567764662,640029471942713,TZ-DAR-009,4G,tigo.mms,121.46,458.96,580.41,3,64.21,33.4,0.45,1276.91
CDR-D-2002981,2026-09-06 03:58:12,+25565658352,640026727034720,TZ-DAR-009,4G,tigo.internet,218.41,885.11,1103.52,90,30.76,49.4,0.14,2427.74
CDR-D-2002982,2026-09-04 19:46:20,+25567779259,640021872395778,TZ-SON-001,3G,tigo.internet,7.85,37.89,45.74,50,4.2,113.6,1.35,100.62
CDR-D-2002983,2026-09-04 21:37:39,+25565861288,640029001594091,TZ-BUK-001,3G,tigo.internet,3.85,15.61,19.46,24,2.86,122.4,2.15,42.82
CDR-D-2002984,2026-09-05 00:17:15,+25565543721,640022601253857,TZ-DAR-010,4G,tigo.internet,75.34,456.04,531.38,41,20.06,33.8,0.27,1169.03
CDR-D-2002985,2026-09-05 04:12:58,+25571758169,640026503644761,TZ-ARU-002,4G,tigo.internet,127.4,743.4,870.8,69,45.09,40.2,0.24,1915.75
CDR-D-2002986,2026-09-06 17:50:05,+25567438548,640028852676046,TZ-NJO-001,3G,tigo.corporate,4.12,13.2,17.32,70,7.25,128.8,1.55,38.1
CDR-D-2002987,2026-09-06 14:35:57,+25565545807,640024227004325,TZ-DAR-008,4G,tigo.internet,145.04,788.4,933.44,82,30.08,36.4,0.45,2053.57
CDR-D-2002988,2026-09-04 18:27:10,+25565739760,640023845805571,TZ-TAN-001,4G,tigo.internet,177.13,887.83,1064.96,34,63.69,43.1,0.16,2342.91
CDR-D-2002989,2026-09-06 14:31:40,+25565610102,640025073704803,TZ-ZNZ-004,4G,tigo.internet,49.22,170.22,219.44,52,28.46,26.3,0.17,482.78
CDR-D-2002990,2026-09-06 10:47:00,+25577499941,640023837784389,TZ-DOM-001,5G,tigo.corporate,468.67,2862.39,3331.07,42,97.78,12.7,0.09,7328.34
CDR-D-2002991,2026-09-07 23:44:47,+25571684791,640025134302513,TZ-GEI-001,4G,tigo.pesa.app,98.75,597.99,696.74,90,52.27,52.7,0.45,0.0
CDR-D-2002992,2026-09-06 22:00:34,+25565599288,640027358555069,TZ-KIL-003,3G,tigo.internet,7.72,22.82,30.54,28,4.17,102.8,2.1,67.19
CDR-D-2002993,2026-09-02 17:57:01,+25577780714,640022362721798,TZ-TAN-002,3G,tigo.internet,8.1,32.19,40.29,43,2.82,101.3,1.55,88.63
CDR-D-2002994,2026-09-01 08:28:53,+25577623676,640024300760409,TZ-ARU-002,4G,tigo.internet,157.06,640.73,797.8,48,41.42,26.5,0.09,1755.15
CDR-D-2002995,2026-09-05 07:41:30,+25567321791,640021645277642,TZ-MTW-001,4G,tigo.internet,160.38,607.53,767.91,37,49.32,45.7,0.14,1689.4
CDR-D-2002996,2026-09-05 23:30:26,+25567308894,640029587244082,TZ-SON-001,3G,tigo.corporate,26.38,75.6,101.98,40,3.91,86.1,0.57,224.37
CDR-D-2002997,2026-09-01 05:53:55,+25567949602,640025412413776,TZ-NJO-001,3G,tigo.internet,13.13,55.53,68.66,58,6.62,94.7,1.02,151.06
CDR-D-2002998,2026-09-07 02:24:08,+25577943721,640021882973081,TZ-DAR-004,5G,tigo.internet,234.6,1488.43,1723.03,79,154.73,22.1,0.13,3790.67
CDR-D-2002999,2026-09-03 21:57:06,+25577929816,640024888501524,TZ-TAN-001,4G,tigo.corporate,129.18,763.65,892.84,59,34.1,48.3,0.1,1964.25
CDR-D-2003000,2026-09-07 16:17:54,+25565158579,640024208320641,TZ-KIL-001,4G,tigo.internet,125.96,638.51,764.47,56,26.79,25.2,0.35,1681.84
CDR-D-2003001,2026-09-02 13:33:34,+25567418886,640023298253978,TZ-MAR-001,3G,tigo.internet,14.08,39.56,53.64,83,3.7,73.3,1.0,118.01
CDR-D-2003002,2026-09-03 07:01:06,+25571699975,640024536156992,TZ-ZNZ-004,4G,tigo.internet,114.51,532.17,646.68,40,50.54,54.8,0.31,1422.69
CDR-D-2003003,2026-09-04 01:17:43,+25577713513,640023080515301,TZ-DAR-009,4G,tigo.internet,176.19,848.97,1025.16,49,38.75,25.9,0.17,2255.36
CDR-D-2003004,2026-09-04 05:53:36,+25567388660,640027455603331,TZ-SHI-001,3G,tigo.pesa.app,14.16,37.55,51.71,73,5.87,123.4,0.78,0.0
CDR-D-2003005,2026-09-04 13:27:15,+25567839525,640028979273911,TZ-KAH-001,4G,tigo.internet,250.13,935.14,1185.27,13,50.75,52.0,0.41,2607.58
CDR-D-2003006,2026-09-07 23:19:19,+25565815507,640023131057424,TZ-DAR-009,4G,tigo.internet,107.74,383.24,490.98,49,38.31,49.3,0.09,1080.15
CDR-D-2003007,2026-09-04 23:33:56,+25567739711,640023079537716,TZ-PEM-001,3G,tigo.internet,20.7,68.92,89.63,15,4.94,114.7,1.48,197.18
CDR-D-2003008,2026-09-05 09:51:29,+25567140220,640022861342732,TZ-MBY-002,4G,tigo.pesa.app,160.48,748.68,909.17,76,13.34,49.3,0.12,0.0
CDR-D-2003009,2026-09-02 16:48:05,+25565204904,640026126037320,TZ-DOM-003,4G,tigo.internet,8.9,33.45,42.35,68,36.95,38.7,0.35,93.17
CDR-D-2003010,2026-09-01 06:07:40,+25567482812,640028964269909,TZ-KIG-001,3G,tigo.internet,4.19,13.41,17.6,72,4.59,121.0,1.8,38.72
CDR-D-2003011,2026-09-05 18:16:37,+25571556112,640021561387824,TZ-ARU-001,5G,tigo.internet,259.8,1768.7,2028.5,36,268.77,19.2,0.03,4462.7
CDR-D-2003012,2026-09-05 10:34:25,+25565951138,640026953859063,TZ-MWA-002,4G,tigo.internet,11.75,45.12,56.87,7,36.32,37.7,0.18,125.11
CDR-D-2003013,2026-09-05 07:09:40,+25565321634,640024707754422,TZ-DAR-006,4G,tigo.internet,11.3,42.61,53.92,73,47.77,27.1,0.31,118.61
CDR-D-2003014,2026-09-02 14:25:15,+25571248766,640025173893550,TZ-KIL-001,4G,tigo.internet,60.91,326.55,387.46,71,59.67,50.9,0.29,852.41
CDR-D-2003015,2026-09-04 10:19:50,+25567894086,640021615024545,TZ-ARU-003,4G,tigo.internet,64.64,304.58,369.21,74,58.43,40.7,0.06,812.27
CDR-D-2003016,2026-09-07 12:35:30,+25567435581,640023598804887,TZ-TAN-002,3G,tigo.corporate,25.85,76.45,102.3,50,5.99,121.3,2.25,225.06
CDR-D-2003017,2026-09-03 20:40:43,+25565475125,640022749681616,TZ-PWA-001,4G,tigo.internet,148.96,549.47,698.43,25,62.85,39.2,0.1,1536.55
CDR-D-2003018,2026-09-01 10:10:28,+25567321791,640021645277642,TZ-MTW-001,4G,tigo.corporate,41.98,157.61,199.58,63,21.24,52.1,0.17,439.08
CDR-D-2003019,2026-09-01 08:57:00,+25577116929,640025326129844,TZ-MWA-002,4G,tigo.corporate,57.71,217.69,275.4,45,46.47,27.1,0.19,605.88
CDR-D-2003020,2026-09-07 14:32:11,+25567992919,640028157007197,TZ-MBY-002,4G,tigo.internet,85.21,308.43,393.64,27,35.64,53.3,0.43,866.02
CDR-D-2003021,2026-09-07 05:57:41,+25577997830,640028878855674,TZ-MWA-003,4G,tigo.internet,219.24,852.61,1071.85,4,53.05,35.4,0.3,2358.07
CDR-D-2003022,2026-09-03 01:05:23,+25567786128,640027803987709,TZ-ARU-002,4G,tigo.internet,20.54,82.11,102.65,79,25.86,33.9,0.35,225.83
CDR-D-2003023,2026-09-05 17:40:51,+25567740216,640027827476439,TZ-DAR-005,4G,tigo.internet,14.38,54.61,68.99,12,60.4,55.0,0.18,151.78
CDR-D-2003024,2026-09-04 04:15:50,+25577703853,640024358554365,TZ-DOM-003,4G,tigo.internet,186.05,735.65,921.7,36,21.2,28.7,0.41,2027.74
CDR-D-2003025,2026-09-04 13:22:14,+25565238579,640026001680218,TZ-DAR-005,4G,tigo.internet,165.22,656.51,821.74,80,55.92,39.1,0.26,1807.82
CDR-D-2003026,2026-09-07 10:39:45,+25565244818,640025875872347,TZ-ZNZ-002,4G,tigo.pesa.app,38.03,148.51,186.55,80,19.99,43.7,0.14,0.0
CDR-D-2003027,2026-09-06 12:44:54,+25565995940,640027594786332,TZ-MAR-001,3G,tigo.corporate,13.88,63.01,76.89,47,6.66,137.6,2.01,169.17
CDR-D-2003028,2026-09-04 20:52:40,+25577769952,640021418527641,TZ-KIL-002,3G,tigo.internet,22.0,59.16,81.16,3,5.81,78.1,0.67,178.55
CDR-D-2003029,2026-09-03 02:37:09,+25565562104,640028812525969,TZ-DAR-008,4G,tigo.internet,63.79,408.34,472.13,24,49.73,44.5,0.2,1038.68
CDR-D-2003030,2026-09-07 06:11:27,+25571240855,640024228195145,TZ-MBY-001,4G,tigo.pesa.app,78.3,311.49,389.8,90,43.79,37.2,0.29,0.0
CDR-D-2003031,2026-09-03 23:17:39,+25565178315,640025052536540,TZ-ARU-001,5G,tigo.internet,721.91,2933.58,3655.49,31,103.56,14.0,0.11,8042.09
CDR-D-2003032,2026-09-03 04:48:39,+25567244935,640026351134654,TZ-DAR-015,3G,tigo.internet,8.93,32.46,41.39,49,4.26,106.5,2.34,91.06
CDR-D-2003033,2026-09-05 00:13:19,+25571196783,640029403298062,TZ-SHI-001,3G,tigo.internet,19.22,59.11,78.33,34,4.28,125.1,1.38,172.32
CDR-D-2003034,2026-09-04 13:38:36,+25565965620,640028002154568,TZ-MOR-001,4G,tigo.internet,170.81,718.08,888.89,27,43.5,53.4,0.37,1955.57
CDR-D-2003035,2026-09-06 00:31:39,+25577522866,640024509431976,TZ-MWA-003,4G,tigo.internet,58.87,341.22,400.09,15,24.66,40.3,0.1,880.19
CDR-D-2003036,2026-09-07 08:01:04,+25571588002,640022317723211,TZ-SON-001,3G,tigo.internet,16.51,58.67,75.18,9,3.65,79.7,1.2,165.4
CDR-D-2003037,2026-09-04 15:40:54,+25577612438,640021718348264,TZ-DAR-011,4G,tigo.internet,17.91,66.45,84.36,37,26.64,28.1,0.17,185.59
CDR-D-2003038,2026-09-03 15:47:51,+25567764662,640029471942713,TZ-DAR-009,4G,tigo.pesa.app,191.92,779.02,970.93,45,16.01,50.8,0.44,0.0
CDR-D-2003039,2026-09-06 03:46:41,+25567572700,640026922713963,TZ-ARU-002,4G,tigo.internet,60.46,314.71,375.17,25,16.52,37.5,0.07,825.37
CDR-D-2003040,2026-09-06 08:42:52,+25565420012,640026607773451,TZ-DAR-006,4G,tigo.internet,232.39,881.49,1113.89,60,14.72,26.3,0.36,2450.55
CDR-D-2003041,2026-09-02 08:00:20,+25577832168,640023081821325,TZ-DAR-001,5G,tigo.internet,304.92,1369.66,1674.57,62,143.28,15.0,0.12,3684.06
CDR-D-2003042,2026-09-07 00:28:39,+25571227341,640029817654910,TZ-NJO-001,3G,tigo.internet,19.37,78.55,97.92,50,6.68,79.9,1.07,215.41
CDR-D-2003043,2026-09-06 13:44:18,+25577871523,640026281827528,TZ-MBY-001,4G,tigo.corporate,178.13,755.3,933.43,49,54.52,30.7,0.14,2053.54
CDR-D-2003044,2026-09-05 01:26:54,+25567220465,640028570333548,TZ-MBY-001,4G,tigo.internet,62.55,356.22,418.77,32,57.81,54.2,0.16,921.29
CDR-D-2003045,2026-09-04 17:53:18,+25577274739,640028257484586,TZ-MWA-002,4G,tigo.internet,224.21,818.71,1042.92,48,63.22,48.2,0.45,2294.42
CDR-D-2003046,2026-09-06 13:37:08,+25577670053,640029454334062,TZ-DAR-003,5G,tigo.internet,232.66,1031.12,1263.78,71,214.13,16.1,0.05,2780.31
CDR-D-2003047,2026-09-01 15:56:23,+25577785864,640022707272205,TZ-ZNZ-004,4G,tigo.internet,59.17,310.29,369.46,35,26.99,45.2,0.23,812.82
CDR-D-2003048,2026-09-04 16:22:01,+25565556065,640025464297388,TZ-MBY-002,4G,tigo.internet,219.56,915.91,1135.48,32,15.28,43.4,0.21,2498.05
CDR-D-2003049,2026-09-04 23:52:47,+25571730145,640028229625864,TZ-PWA-001,4G,tigo.internet,200.54,693.09,893.63,41,35.85,44.9,0.25,1965.98
CDR-D-2003050,2026-09-03 17:28:22,+25571360247,640028578226896,TZ-SNG-001,3G,tigo.internet,14.61,39.61,54.21,73,2.15,111.7,1.19,119.27
CDR-D-2003051,2026-09-06 09:45:53,+25577511284,640025974930815,TZ-DAR-011,4G,tigo.internet,168.94,650.45,819.38,50,12.52,30.8,0.21,1802.65
CDR-D-2003052,2026-09-05 12:05:31,+25571491172,640029415119956,TZ-DAR-006,4G,tigo.internet,89.2,413.88,503.09,86,26.65,53.0,0.11,1106.79
CDR-D-2003053,2026-09-03 08:14:53,+25577850151,640022112380464,TZ-BUK-001,3G,tigo.internet,22.2,81.22,103.42,35,4.88,98.1,1.51,227.53
CDR-D-2003054,2026-09-07 12:19:58,+25577599694,640027305029814,TZ-TAN-003,3G,tigo.internet,2.39,11.26,13.65,21,5.56,84.5,1.07,30.02
CDR-D-2003055,2026-09-06 17:12:25,+25565492843,640024903078968,TZ-DAR-013,5G,tigo.internet,685.71,2872.34,3558.04,81,189.39,13.2,0.01,7827.7
CDR-D-2003056,2026-09-04 03:39:19,+25577120773,640028567428724,TZ-DAR-010,4G,tigo.internet,20.35,75.52,95.87,15,42.62,36.0,0.37,210.92
CDR-D-2003057,2026-09-01 19:45:14,+25565736446,640022729067297,TZ-ARU-003,4G,tigo.pesa.app,144.45,795.74,940.19,70,16.92,27.9,0.12,0.0
CDR-D-2003058,2026-09-07 14:45:28,+25567286410,640023156207443,TZ-ARU-002,4G,tigo.internet,178.34,811.15,989.48,10,29.91,42.1,0.36,2176.86
CDR-D-2003059,2026-09-05 03:54:00,+25577112581,640023896960280,TZ-DOM-003,4G,tigo.internet,185.38,744.09,929.47,70,42.74,40.0,0.05,2044.84
CDR-D-2003060,2026-09-05 11:51:09,+25571480570,640027213172814,TZ-DAR-010,4G,tigo.corporate,49.54,252.87,302.41,52,27.57,49.1,0.29,665.31
CDR-D-2003061,2026-09-01 12:10:20,+25577194604,640028544069858,TZ-ARU-002,4G,tigo.pesa.app,62.87,255.94,318.81,36,32.88,32.4,0.1,0.0
CDR-D-2003062,2026-09-06 22:39:33,+25565861288,640029001594091,TZ-BUK-001,3G,tigo.pesa.app,7.85,33.08,40.93,59,7.07,96.0,1.12,0.0
CDR-D-2003063,2026-09-04 10:06:24,+25571543234,640025412340714,TZ-ZNZ-002,4G,tigo.corporate,53.72,201.03,254.75,64,18.65,35.1,0.3,560.44
CDR-D-2003064,2026-09-02 05:12:41,+25571543234,640025412340714,TZ-ZNZ-002,4G,tigo.internet,84.93,509.51,594.43,15,15.8,52.9,0.38,1307.75
CDR-D-2003065,2026-09-04 11:56:48,+25565364760,640027404238705,TZ-MOR-001,4G,tigo.pesa.app,54.42,291.34,345.76,8,32.71,40.4,0.42,0.0
CDR-D-2003066,2026-09-01 08:09:05,+25577813446,640027984434647,TZ-KIL-002,3G,tigo.pesa.app,8.7,42.1,50.8,43,5.18,109.9,0.55,0.0
CDR-D-2003067,2026-09-01 17:17:10,+25577532993,640022699984810,TZ-TAN-003,3G,tigo.internet,3.43,15.15,18.58,31,1.23,130.0,1.79,40.87
CDR-D-2003068,2026-09-05 18:32:57,+25571988324,640025756663747,TZ-DOM-003,4G,tigo.corporate,99.78,403.68,503.46,37,57.77,49.4,0.11,1107.6
CDR-D-2003069,2026-09-03 08:39:38,+25571650768,640029297920183,TZ-DAR-012,5G,tigo.internet,209.29,909.72,1119.01,37,148.91,18.1,0.1,2461.83
CDR-D-2003070,2026-09-02 00:39:19,+25565742818,640026510997463,TZ-KAH-001,4G,tigo.internet,67.87,393.74,461.61,55,52.46,44.3,0.16,1015.54
CDR-D-2003071,2026-09-06 08:38:53,+25571108454,640028282534126,TZ-MTW-001,4G,tigo.internet,127.52,617.47,744.99,35,20.32,47.6,0.16,1638.99
CDR-D-2003072,2026-09-05 12:11:21,+25567811710,640023456709521,TZ-DAR-003,5G,tigo.pesa.app,423.26,1973.7,2396.96,28,152.02,14.8,0.13,0.0
CDR-D-2003073,2026-09-06 12:20:15,+25567140220,640022861342732,TZ-MBY-002,4G,tigo.pesa.app,36.69,138.93,175.62,43,59.62,35.4,0.27,0.0
CDR-D-2003074,2026-09-05 12:57:02,+25567253541,640024605117440,TZ-NJO-001,3G,tigo.internet,5.01,15.11,20.12,25,7.22,90.4,1.4,44.26
CDR-D-2003075,2026-09-01 04:36:51,+25565956397,640028641714687,TZ-MWA-003,4G,tigo.corporate,5.7,35.25,40.95,27,52.07,49.9,0.19,90.09
CDR-D-2003076,2026-09-02 11:24:07,+25571401601,640027873709012,TZ-DAR-007,4G,tigo.internet,197.31,894.65,1091.97,13,50.28,49.0,0.06,2402.33
CDR-D-2003077,2026-09-03 14:56:18,+25565536135,640022732663107,TZ-ZNZ-004,4G,tigo.internet,40.09,144.64,184.73,54,42.13,53.5,0.08,406.42
