cdr_id,timestamp,calling_msisdn,called_msisdn,call_direction,call_type,duration_sec,termination_cause,call_status,cell_id,interconnect_operator,retail_revenue_tzs,settlement_mtr_tzs,erlang_fraction,is_dropped,is_simbox_flag,is_wangiri_flag
CDR-V-1005039,2026-09-04 19:42:28,+25565172222,+25577302256,MO (Mobile Originated),VoLTE,125,NORMAL_CLEARING,ANSWERED,TZ-MAR-001,TIGO_ON_NET,90.0,0.0,0.034722,0,0,0
CDR-V-1005040,2026-09-04 19:23:18,+25565704875,+25567435252,MT (Mobile Terminated),3G_CS,129,NORMAL_CLEARING,ANSWERED,TZ-KIL-002,TIGO_ON_NET,90.0,0.0,0.035833,0,0,0
CDR-V-1005041,2026-09-04 19:07:13,+25565562104,+25575181545,MT (Mobile Terminated),2G_CS,127,NORMAL_CLEARING,ANSWERED,TZ-DAR-008,VODACOM,135.0,46.8,0.035278,0,0,0
CDR-V-1005042,2026-09-04 19:56:15,+25571736213,+25576405990,MT (Mobile Terminated),VoLTE,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-KIL-002,VODACOM,0.0,0.0,0.0,0,0,0
CDR-V-1005043,2026-09-04 19:18:24,+25577854124,+25577239765,MT (Mobile Terminated),VoLTE,0,USER_BUSY,BUSY,TZ-MBY-001,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1005044,2026-09-04 19:06:32,+25565252895,+25577734333,MO (Mobile Originated),3G_CS,178,NORMAL_CLEARING,ANSWERED,TZ-MWA-002,TIGO_ON_NET,90.0,0.0,0.049444,0,0,0
CDR-V-1005045,2026-09-04 19:59:44,+25565216006,+25567870560,MO (Mobile Originated),2G_CS,22,NORMAL_CLEARING,ANSWERED,TZ-TAB-001,TIGO_ON_NET,30.0,0.0,0.006111,0,0,0
CDR-V-1005046,2026-09-04 19:29:40,+25565244818,+25565296442,MO (Mobile Originated),3G_CS,218,NORMAL_CLEARING,ANSWERED,TZ-ZNZ-002,TIGO_ON_NET,120.0,0.0,0.060556,0,0,0
CDR-V-1005047,2026-09-04 19:53:15,+25567211760,+25571773389,MT (Mobile Terminated),2G_CS,55,NORMAL_CLEARING,ANSWERED,TZ-NJO-001,TIGO_ON_NET,30.0,0.0,0.015278,0,0,0
CDR-V-1005048,2026-09-04 19:51:06,+25571151413,+25577506364,MT (Mobile Terminated),2G_CS,71,NORMAL_CLEARING,ANSWERED,TZ-MOR-001,TIGO_ON_NET,60.0,0.0,0.019722,0,0,0
CDR-V-1005049,2026-09-04 19:37:28,+25567513064,+25576170506,MO (Mobile Originated),VoLTE,265,NORMAL_CLEARING,ANSWERED,TZ-TAR-001,VODACOM,225.0,78.0,0.073611,0,0,0
CDR-V-1005050,2026-09-04 19:06:48,+25565364760,+25567708782,MO (Mobile Originated),VoLTE,125,NORMAL_CLEARING,ANSWERED,TZ-MOR-001,TIGO_ON_NET,90.0,0.0,0.034722,0,0,0
CDR-V-1005051,2026-09-04 19:59:10,+25565225245,+25571800220,MO (Mobile Originated),VoLTE,196,NORMAL_CLEARING,ANSWERED,TZ-MOR-001,TIGO_ON_NET,120.0,0.0,0.054444,0,0,0
CDR-V-1005052,2026-09-04 19:07:49,+25565528459,+25573891250,MO (Mobile Originated),2G_CS,234,NORMAL_CLEARING,ANSWERED,TZ-PWA-002,TTCL,180.0,62.4,0.065,0,0,0
CDR-V-1005053,2026-09-04 19:30:13,+25577398595,+25575251546,MO (Mobile Originated),2G_CS,62,NORMAL_CLEARING,ANSWERED,TZ-ARU-001,VODACOM,90.0,31.2,0.017222,0,0,0
CDR-V-1005054,2026-09-04 19:52:28,+25571520124,+25567781912,MT (Mobile Terminated),VoLTE,69,NORMAL_CLEARING,ANSWERED,TZ-IRI-001,TIGO_ON_NET,60.0,0.0,0.019167,0,0,0
CDR-V-1005055,2026-09-04 19:08:47,+25567317523,+25571383645,MO (Mobile Originated),2G_CS,202,NORMAL_CLEARING,ANSWERED,TZ-TND-001,TIGO_ON_NET,120.0,0.0,0.056111,0,0,0
CDR-V-1005056,2026-09-04 19:33:41,+25571183854,+25577681716,MO (Mobile Originated),VoLTE,28,UPLINK_INTERFERENCE,DROPPED,TZ-DOM-002,TIGO_ON_NET,30.0,0.0,0.007778,1,0,0
CDR-V-1005057,2026-09-04 19:22:38,+25571422722,+25576180418,MO (Mobile Originated),2G_CS,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-DAR-002,VODACOM,0.0,0.0,0.0,0,0,0
CDR-V-1005058,2026-09-04 19:42:37,+25567435560,+25568223295,MT (Mobile Terminated),VoLTE,83,NORMAL_CLEARING,ANSWERED,TZ-PEM-001,AIRTEL,90.0,31.2,0.023056,0,0,0
CDR-V-1005059,2026-09-04 19:45:51,+25567146228,+25565653080,MO (Mobile Originated),VoLTE,176,NORMAL_CLEARING,ANSWERED,TZ-DOM-002,TIGO_ON_NET,90.0,0.0,0.048889,0,0,0
CDR-V-1005060,2026-09-04 19:24:42,+25571749838,+25578323176,MO (Mobile Originated),2G_CS,0,USER_BUSY,BUSY,TZ-TAR-001,AIRTEL,0.0,0.0,0.0,0,0,0
CDR-V-1005061,2026-09-04 19:40:29,+25571504620,+25569269846,MT (Mobile Terminated),2G_CS,0,USER_BUSY,BUSY,TZ-TAN-002,AIRTEL,0.0,0.0,0.0,0,0,0
CDR-V-1005062,2026-09-04 19:28:13,+25565497382,+25565456827,MO (Mobile Originated),VoLTE,348,NORMAL_CLEARING,ANSWERED,TZ-DAR-001,TIGO_ON_NET,0.0,0.0,0.096667,0,1,0
CDR-V-1005063,2026-09-04 19:08:31,+25571517955,+25577175920,MT (Mobile Terminated),2G_CS,263,NORMAL_CLEARING,ANSWERED,TZ-KIL-001,TIGO_ON_NET,150.0,0.0,0.073056,0,0,0
CDR-V-1005064,2026-09-04 19:25:27,+25577479021,+25576555346,MO (Mobile Originated),3G_CS,75,NORMAL_CLEARING,ANSWERED,TZ-SON-001,VODACOM,90.0,31.2,0.020833,0,0,0
CDR-V-1005065,2026-09-04 19:14:05,+25577500098,+25562859372,MT (Mobile Terminated),2G_CS,170,NORMAL_CLEARING,ANSWERED,TZ-DAR-006,HALOTEL,135.0,46.8,0.047222,0,0,0
CDR-V-1005066,2026-09-04 19:21:07,+25565624112,+25571179861,MO (Mobile Originated),3G_CS,0,USER_BUSY,BUSY,TZ-SON-001,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1005067,2026-09-04 19:00:25,+25571178686,+25576973323,MO (Mobile Originated),3G_CS,0,USER_BUSY,BUSY,TZ-DAR-009,VODACOM,0.0,0.0,0.0,0,0,0
CDR-V-1005068,2026-09-04 19:13:41,+25567283514,+25565337768,MO (Mobile Originated),3G_CS,338,NORMAL_CLEARING,ANSWERED,TZ-SHI-001,TIGO_ON_NET,180.0,0.0,0.093889,0,0,0
CDR-V-1005069,2026-09-04 19:18:13,+25567297731,+25565605138,MO (Mobile Originated),3G_CS,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-DAR-015,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1005070,2026-09-04 19:44:58,+25571908977,+25574573877,MT (Mobile Terminated),3G_CS,147,NORMAL_CLEARING,ANSWERED,TZ-PEM-001,VODACOM,135.0,46.8,0.040833,0,0,0
CDR-V-1005071,2026-09-04 19:45:22,+25565967977,+25571593939,MT (Mobile Terminated),VoLTE,183,NORMAL_CLEARING,ANSWERED,TZ-KIL-003,TIGO_ON_NET,120.0,0.0,0.050833,0,0,0
CDR-V-1005072,2026-09-04 19:24:19,+25577125990,+25577420334,MO (Mobile Originated),CS_VOICE,2,CALLER_ABANDON,NO_ANSWER_FLASH,TZ-DAR-007,FRAUD_PREMIUM,0.0,0.0,0.000556,0,0,1
CDR-V-1005073,2026-09-04 19:23:33,+25565525006,+25571763854,MT (Mobile Terminated),2G_CS,0,USER_BUSY,BUSY,TZ-DAR-006,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1005074,2026-09-04 19:53:06,+25565345101,+25574575875,MO (Mobile Originated),2G_CS,43,HANDOVER_FAILURE,DROPPED,TZ-TAB-001,VODACOM,45.0,15.6,0.011944,1,0,0
CDR-V-1005075,2026-09-04 19:36:24,+25577943721,+25571697797,MT (Mobile Terminated),3G_CS,156,NORMAL_CLEARING,ANSWERED,TZ-DAR-004,TIGO_ON_NET,90.0,0.0,0.043333,0,0,0
CDR-V-1005076,2026-09-04 19:45:57,+25567346924,+25567880573,MO (Mobile Originated),VoLTE,53,NORMAL_CLEARING,ANSWERED,TZ-DAR-009,TIGO_ON_NET,30.0,0.0,0.014722,0,0,0
CDR-V-1005077,2026-09-04 19:45:54,+25565856215,+25574547759,MO (Mobile Originated),3G_CS,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-MOR-001,VODACOM,0.0,0.0,0.0,0,0,0
CDR-V-1005078,2026-09-04 19:27:31,+25571996777,+25567340496,MT (Mobile Terminated),VoLTE,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-ARU-002,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1005079,2026-09-04 19:50:34,+25565267457,+25571663286,MO (Mobile Originated),2G_CS,347,NORMAL_CLEARING,ANSWERED,TZ-TAN-003,TIGO_ON_NET,180.0,0.0,0.096389,0,0,0
CDR-V-1005080,2026-09-04 19:59:35,+25565889794,+25571825623,MT (Mobile Terminated),VoLTE,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-NJO-001,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1005081,2026-09-04 19:24:34,+25577828252,+447282124,MO (Mobile Originated),2G_CS,21,NORMAL_CLEARING,ANSWERED,TZ-MAR-001,INTL_UK,600.0,350.0,0.005833,0,0,0
CDR-V-1005082,2026-09-04 19:43:16,+25565927050,+25567791453,MO (Mobile Originated),VoLTE,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-NJO-001,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1005083,2026-09-04 19:03:16,+25577125990,+25577247373,MO (Mobile Originated),CS_VOICE,3,CALLER_ABANDON,NO_ANSWER_FLASH,TZ-ZNZ-001,FRAUD_PREMIUM,0.0,0.0,0.000833,0,0,1
CDR-V-1005084,2026-09-04 19:46:33,+25571520169,+25575765181,MT (Mobile Terminated),VoLTE,254,NORMAL_CLEARING,ANSWERED,TZ-DAR-007,VODACOM,225.0,78.0,0.070556,0,0,0
CDR-V-1005085,2026-09-04 19:02:37,+25577898625,+25576166963,MO (Mobile Originated),3G_CS,0,USER_BUSY,BUSY,TZ-DAR-010,VODACOM,0.0,0.0,0.0,0,0,0
CDR-V-1005086,2026-09-04 19:37:52,+25571186558,+25567225074,MT (Mobile Terminated),2G_CS,106,NORMAL_CLEARING,ANSWERED,TZ-DAR-007,TIGO_ON_NET,60.0,0.0,0.029444,0,0,0
CDR-V-1005087,2026-09-04 19:42:02,+25577553515,+25568983534,MT (Mobile Terminated),VoLTE,0,USER_BUSY,BUSY,TZ-IRI-001,AIRTEL,0.0,0.0,0.0,0,0,0
CDR-V-1005088,2026-09-04 19:32:35,+25571828205,+25578224797,MT (Mobile Terminated),VoLTE,198,NORMAL_CLEARING,ANSWERED,TZ-TAB-001,AIRTEL,180.0,62.4,0.055,0,0,0
CDR-V-1005089,2026-09-04 19:02:09,+25577432061,+25567855411,MO (Mobile Originated),2G_CS,98,HANDOVER_FAILURE,DROPPED,TZ-DAR-006,TIGO_ON_NET,60.0,0.0,0.027222,1,0,0
CDR-V-1005090,2026-09-04 19:42:56,+25565481969,+25567243020,MT (Mobile Terminated),2G_CS,236,NORMAL_CLEARING,ANSWERED,TZ-DAR-005,TIGO_ON_NET,120.0,0.0,0.065556,0,0,0
CDR-V-1005091,2026-09-04 19:32:32,+25577324643,+25578364487,MO (Mobile Originated),VoLTE,417,NORMAL_CLEARING,ANSWERED,TZ-DAR-001,AIRTEL,0.0,108.42,0.115833,0,1,0
CDR-V-1005092,2026-09-04 19:39:44,+25565779020,+25574875528,MT (Mobile Terminated),3G_CS,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-DAR-010,VODACOM,0.0,0.0,0.0,0,0,0
CDR-V-1005093,2026-09-04 19:46:47,+25565764100,+25571210618,MO (Mobile Originated),VoLTE,170,NORMAL_CLEARING,ANSWERED,TZ-TAB-001,TIGO_ON_NET,90.0,0.0,0.047222,0,0,0
CDR-V-1005094,2026-09-04 19:16:35,+25567403257,+25565737882,MT (Mobile Terminated),3G_CS,293,NORMAL_CLEARING,ANSWERED,TZ-DOM-003,TIGO_ON_NET,150.0,0.0,0.081389,0,0,0
CDR-V-1005095,2026-09-04 19:21:48,+25567946331,+25576725356,MO (Mobile Originated),3G_CS,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-ARU-001,VODACOM,0.0,0.0,0.0,0,0,0
CDR-V-1005096,2026-09-04 19:59:11,+25567825443,+25568963257,MO (Mobile Originated),3G_CS,283,NORMAL_CLEARING,ANSWERED,TZ-SON-001,AIRTEL,225.0,78.0,0.078611,0,0,0
CDR-V-1005097,2026-09-04 19:44:18,+25567151470,+25578772675,MO (Mobile Originated),VoLTE,0,USER_BUSY,BUSY,TZ-GEI-001,AIRTEL,0.0,0.0,0.0,0,0,0
CDR-V-1005098,2026-09-04 19:27:02,+25565331044,+25565692853,MO (Mobile Originated),3G_CS,0,USER_BUSY,BUSY,TZ-MWA-003,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1005099,2026-09-04 19:56:47,+25567541557,+25571108845,MT (Mobile Terminated),VoLTE,147,NORMAL_CLEARING,ANSWERED,TZ-MBY-001,TIGO_ON_NET,90.0,0.0,0.040833,0,0,0
CDR-V-1005100,2026-09-04 19:40:40,+25571441242,+25568749645,MT (Mobile Terminated),2G_CS,269,NORMAL_CLEARING,ANSWERED,TZ-DAR-012,AIRTEL,225.0,78.0,0.074722,0,0,0
CDR-V-1005101,2026-09-04 19:29:54,+25567325306,+25567504472,MO (Mobile Originated),VoLTE,160,NORMAL_CLEARING,ANSWERED,TZ-DOM-003,TIGO_ON_NET,90.0,0.0,0.044444,0,0,0
CDR-V-1005102,2026-09-04 19:31:26,+25565857135,+25574872460,MO (Mobile Originated),3G_CS,206,NORMAL_CLEARING,ANSWERED,TZ-TAB-001,VODACOM,180.0,62.4,0.057222,0,0,0
CDR-V-1005103,2026-09-04 19:39:53,+25565861288,+25574731595,MO (Mobile Originated),VoLTE,320,NORMAL_CLEARING,ANSWERED,TZ-BUK-001,VODACOM,270.0,93.6,0.088889,0,0,0
CDR-V-1005104,2026-09-04 20:22:24,+25571783823,+25577980601,MO (Mobile Originated),VoLTE,401,NORMAL_CLEARING,ANSWERED,TZ-DAR-001,TIGO_ON_NET,0.0,0.0,0.111389,0,1,0
CDR-V-1005105,2026-09-04 20:53:25,+25565382154,+25571157405,MO (Mobile Originated),VoLTE,142,NORMAL_CLEARING,ANSWERED,TZ-MTW-001,TIGO_ON_NET,90.0,0.0,0.039444,0,0,0
CDR-V-1005106,2026-09-04 20:01:32,+25577986827,+25565389773,MT (Mobile Terminated),2G_CS,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-NJO-001,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1005107,2026-09-04 20:26:42,+25571694822,+25575867357,MO (Mobile Originated),2G_CS,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-BUK-001,VODACOM,0.0,0.0,0.0,0,0,0
CDR-V-1005108,2026-09-04 20:05:03,+25567780228,+25577787616,MO (Mobile Originated),2G_CS,105,NORMAL_CLEARING,ANSWERED,TZ-DOM-002,TIGO_ON_NET,60.0,0.0,0.029167,0,0,0
CDR-V-1005109,2026-09-04 20:18:49,+25565364178,+25577137636,MT (Mobile Terminated),3G_CS,159,NORMAL_CLEARING,ANSWERED,TZ-ARU-002,TIGO_ON_NET,90.0,0.0,0.044167,0,0,0
CDR-V-1005110,2026-09-04 20:50:36,+25565638179,+25567956357,MO (Mobile Originated),VoLTE,288,NORMAL_CLEARING,ANSWERED,TZ-PWA-002,TIGO_ON_NET,150.0,0.0,0.08,0,0,0
CDR-V-1005111,2026-09-04 20:14:41,+25571801145,+25569356190,MO (Mobile Originated),2G_CS,206,NORMAL_CLEARING,ANSWERED,TZ-KIG-001,AIRTEL,180.0,62.4,0.057222,0,0,0
CDR-V-1005112,2026-09-04 20:03:27,+25565833968,+25565631932,MO (Mobile Originated),VoLTE,313,NORMAL_CLEARING,ANSWERED,TZ-KAH-001,TIGO_ON_NET,180.0,0.0,0.086944,0,0,0
CDR-V-1005113,2026-09-04 20:41:43,+25567674213,+25574946641,MT (Mobile Terminated),VoLTE,152,NORMAL_CLEARING,ANSWERED,TZ-MWA-003,VODACOM,135.0,46.8,0.042222,0,0,0
CDR-V-1005114,2026-09-04 20:50:06,+25565880788,+25567321760,MO (Mobile Originated),VoLTE,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-DAR-004,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1005115,2026-09-04 20:01:22,+25577277965,+25571389343,MT (Mobile Terminated),VoLTE,300,NORMAL_CLEARING,ANSWERED,TZ-DAR-001,TIGO_ON_NET,150.0,0.0,0.083333,0,0,0
CDR-V-1005116,2026-09-04 20:11:29,+25571287356,+447754963,MO (Mobile Originated),VoLTE,339,NORMAL_CLEARING,ANSWERED,TZ-DAR-011,INTL_UK,3600.0,2100.0,0.094167,0,0,0
CDR-V-1005117,2026-09-04 20:09:57,+25577593975,+25577596706,MO (Mobile Originated),3G_CS,113,NORMAL_CLEARING,ANSWERED,TZ-SON-001,TIGO_ON_NET,60.0,0.0,0.031389,0,0,0
CDR-V-1005118,2026-09-04 20:27:31,+25571969070,+25565923746,MO (Mobile Originated),VoLTE,67,NORMAL_CLEARING,ANSWERED,TZ-IRI-001,TIGO_ON_NET,60.0,0.0,0.018611,0,0,0
CDR-V-1005119,2026-09-04 20:49:44,+25565124647,+25577882000,MO (Mobile Originated),VoLTE,310,NORMAL_CLEARING,ANSWERED,TZ-PWA-002,TIGO_ON_NET,180.0,0.0,0.086111,0,0,0
CDR-V-1005120,2026-09-04 20:37:31,+25577333238,+25567481635,MO (Mobile Originated),CS_VOICE,3,CALLER_ABANDON,NO_ANSWER_FLASH,TZ-DAR-007,FRAUD_PREMIUM,0.0,0.0,0.000833,0,0,1
CDR-V-1005121,2026-09-04 20:14:05,+25571783823,+25578664710,MO (Mobile Originated),VoLTE,289,NORMAL_CLEARING,ANSWERED,TZ-DAR-001,AIRTEL,0.0,75.14,0.080278,0,1,0
CDR-V-1005122,2026-09-04 20:49:34,+25565599288,+25574247541,MT (Mobile Terminated),VoLTE,256,NORMAL_CLEARING,ANSWERED,TZ-KIL-003,VODACOM,225.0,78.0,0.071111,0,0,0
CDR-V-1005123,2026-09-04 20:55:22,+25565288655,+25577137802,MT (Mobile Terminated),2G_CS,94,NORMAL_CLEARING,ANSWERED,TZ-SHI-001,TIGO_ON_NET,60.0,0.0,0.026111,0,0,0
CDR-V-1005124,2026-09-04 20:08:23,+25571701804,+25571307976,MO (Mobile Originated),VoLTE,331,NORMAL_CLEARING,ANSWERED,TZ-MWA-003,TIGO_ON_NET,180.0,0.0,0.091944,0,0,0
CDR-V-1005125,2026-09-04 20:05:19,+25565742818,+25567981820,MO (Mobile Originated),VoLTE,259,NORMAL_CLEARING,ANSWERED,TZ-KAH-001,TIGO_ON_NET,150.0,0.0,0.071944,0,0,0
CDR-V-1005126,2026-09-04 20:45:17,+25567305222,+25567487754,MT (Mobile Terminated),VoLTE,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-TAB-001,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1005127,2026-09-04 20:31:04,+25567675191,+25567388176,MO (Mobile Originated),VoLTE,280,NORMAL_CLEARING,ANSWERED,TZ-MWA-002,TIGO_ON_NET,150.0,0.0,0.077778,0,0,0
CDR-V-1005128,2026-09-04 20:24:10,+25577666881,+25565237526,MO (Mobile Originated),3G_CS,281,NORMAL_CLEARING,ANSWERED,TZ-KIL-003,TIGO_ON_NET,150.0,0.0,0.078056,0,0,0
CDR-V-1005129,2026-09-04 20:07:48,+25567511704,+25561554974,MO (Mobile Originated),VoLTE,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-DAR-014,HALOTEL,0.0,0.0,0.0,0,0,0
CDR-V-1005130,2026-09-04 20:44:00,+25567448588,+25574870426,MO (Mobile Originated),2G_CS,255,NORMAL_CLEARING,ANSWERED,TZ-PEM-001,VODACOM,225.0,78.0,0.070833,0,0,0
CDR-V-1005131,2026-09-04 20:09:04,+25571256900,+25578933898,MT (Mobile Terminated),3G_CS,36,NORMAL_CLEARING,ANSWERED,TZ-TAR-001,AIRTEL,45.0,15.6,0.01,0,0,0
CDR-V-1005132,2026-09-04 20:03:03,+25577938234,+25576269636,MO (Mobile Originated),VoLTE,0,USER_BUSY,BUSY,TZ-IRI-001,VODACOM,0.0,0.0,0.0,0,0,0
CDR-V-1005133,2026-09-04 20:26:19,+25577747736,+25567765107,MT (Mobile Terminated),3G_CS,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-DAR-012,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1005134,2026-09-04 20:56:14,+25577439173,+25567752123,MT (Mobile Terminated),3G_CS,111,NORMAL_CLEARING,ANSWERED,TZ-DAR-006,TIGO_ON_NET,60.0,0.0,0.030833,0,0,0
CDR-V-1005135,2026-09-04 20:09:54,+25567641422,+25565265320,MO (Mobile Originated),2G_CS,0,USER_BUSY,BUSY,TZ-ZNZ-002,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1005136,2026-09-04 20:04:24,+25565863209,+25567476824,MT (Mobile Terminated),2G_CS,35,NORMAL_CLEARING,ANSWERED,TZ-MWA-002,TIGO_ON_NET,30.0,0.0,0.009722,0,0,0
CDR-V-1005137,2026-09-04 20:20:21,+25565431727,+25567699304,MO (Mobile Originated),VoLTE,0,USER_BUSY,BUSY,TZ-DOM-002,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1005138,2026-09-04 20:54:40,+25571971776,+25577817277,MT (Mobile Terminated),3G_CS,0,USER_BUSY,BUSY,TZ-TAR-001,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1005139,2026-09-04 20:36:22,+25567830706,+25574229681,MT (Mobile Terminated),VoLTE,42,NORMAL_CLEARING,ANSWERED,TZ-ARU-002,VODACOM,45.0,15.6,0.011667,0,0,0
CDR-V-1005140,2026-09-04 20:51:34,+25577823415,+25562209775,MO (Mobile Originated),2G_CS,346,NORMAL_CLEARING,ANSWERED,TZ-DAR-011,HALOTEL,270.0,93.6,0.096111,0,0,0
CDR-V-1005141,2026-09-04 20:57:28,+25565835165,+25578577720,MO (Mobile Originated),VoLTE,90,NORMAL_CLEARING,ANSWERED,TZ-TAN-003,AIRTEL,90.0,31.2,0.025,0,0,0
CDR-V-1005142,2026-09-04 20:50:40,+25565269748,+25571250451,MO (Mobile Originated),3G_CS,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-KIG-001,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1005143,2026-09-04 20:09:41,+25577479580,+25561940536,MO (Mobile Originated),2G_CS,19,NORMAL_CLEARING,ANSWERED,TZ-NJO-001,HALOTEL,45.0,15.6,0.005278,0,0,0
CDR-V-1005144,2026-09-04 20:22:16,+25567937302,+25571160041,MT (Mobile Terminated),2G_CS,184,NORMAL_CLEARING,ANSWERED,TZ-DAR-002,TIGO_ON_NET,120.0,0.0,0.051111,0,0,0
CDR-V-1005145,2026-09-04 20:33:41,+25577439173,+25573263217,MO (Mobile Originated),VoLTE,0,USER_BUSY,BUSY,TZ-DAR-006,TTCL,0.0,0.0,0.0,0,0,0
CDR-V-1005146,2026-09-04 20:59:39,+25577862008,+25567380502,MT (Mobile Terminated),3G_CS,199,NORMAL_CLEARING,ANSWERED,TZ-MWA-002,TIGO_ON_NET,120.0,0.0,0.055278,0,0,0
CDR-V-1005147,2026-09-04 20:44:59,+25577256389,+25567153915,MT (Mobile Terminated),VoLTE,252,NORMAL_CLEARING,ANSWERED,TZ-TAN-002,TIGO_ON_NET,150.0,0.0,0.07,0,0,0
CDR-V-1005148,2026-09-04 20:38:05,+25571996151,+25575599790,MO (Mobile Originated),2G_CS,201,NORMAL_CLEARING,ANSWERED,TZ-TAB-001,VODACOM,180.0,62.4,0.055833,0,0,0
CDR-V-1005149,2026-09-04 20:11:13,+25565683397,+25575253468,MO (Mobile Originated),VoLTE,32,NORMAL_CLEARING,ANSWERED,TZ-MWA-002,VODACOM,45.0,15.6,0.008889,0,0,0
CDR-V-1005150,2026-09-04 20:31:00,+25565877747,+25571598690,MT (Mobile Terminated),VoLTE,260,NORMAL_CLEARING,ANSWERED,TZ-MBY-001,TIGO_ON_NET,150.0,0.0,0.072222,0,0,0
CDR-V-1005151,2026-09-04 20:08:43,+25565103876,+25571618993,MO (Mobile Originated),3G_CS,273,NORMAL_CLEARING,ANSWERED,TZ-KIG-001,TIGO_ON_NET,150.0,0.0,0.075833,0,0,0
CDR-V-1005152,2026-09-04 20:52:42,+25565211957,+882666320,MT (Mobile Terminated),2G_CS,0,TRUNK_CIRCUIT_CONGESTION,CONGESTION_BLOCKED,TZ-TAB-001,FRAUD_PREMIUM,0.0,0.0,0.0,0,0,0
CDR-V-1005153,2026-09-04 20:25:28,+25577181247,+25562563746,MO (Mobile Originated),2G_CS,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-DAR-015,HALOTEL,0.0,0.0,0.0,0,0,0
CDR-V-1005154,2026-09-04 20:52:09,+25567797416,+25571843682,MT (Mobile Terminated),3G_CS,0,USER_BUSY,BUSY,TZ-DAR-007,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1005155,2026-09-04 20:47:23,+25567669408,+447651856,MT (Mobile Terminated),VoLTE,330,NORMAL_CLEARING,ANSWERED,TZ-KIL-003,INTL_UK,3600.0,2100.0,0.091667,0,0,0
CDR-V-1005156,2026-09-04 20:17:57,+25577787106,+25562420946,MO (Mobile Originated),2G_CS,87,NORMAL_CLEARING,ANSWERED,TZ-MWA-001,HALOTEL,90.0,31.2,0.024167,0,0,0
CDR-V-1005157,2026-09-04 20:39:23,+25577219879,+25577933221,MT (Mobile Terminated),2G_CS,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-DOM-003,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1005158,2026-09-04 20:18:21,+25567435581,+25565497487,MT (Mobile Terminated),VoLTE,284,NORMAL_CLEARING,ANSWERED,TZ-TAN-002,TIGO_ON_NET,150.0,0.0,0.078889,0,0,0
CDR-V-1005159,2026-09-04 20:58:33,+25577813145,+25571560171,MO (Mobile Originated),2G_CS,284,NORMAL_CLEARING,ANSWERED,TZ-MWA-002,TIGO_ON_NET,150.0,0.0,0.078889,0,0,0
CDR-V-1005160,2026-09-04 20:48:55,+25567626781,+25565954309,MO (Mobile Originated),VoLTE,48,NORMAL_CLEARING,ANSWERED,TZ-MTW-001,TIGO_ON_NET,30.0,0.0,0.013333,0,0,0
CDR-V-1005161,2026-09-04 20:40:11,+25571869946,+25562128882,MT (Mobile Terminated),VoLTE,309,NORMAL_CLEARING,ANSWERED,TZ-ZNZ-001,HALOTEL,270.0,93.6,0.085833,0,0,0
CDR-V-1005162,2026-09-04 20:44:50,+25565751168,+25577153171,MO (Mobile Originated),VoLTE,280,NORMAL_CLEARING,ANSWERED,TZ-DAR-002,TIGO_ON_NET,150.0,0.0,0.077778,0,0,0
